qID,menText,start_byte,end_byte,matches,pdncID
Q53-1,they,68190,68194,"[21, 19]",-1
Q54-1,Mrs and the Miss Musgroves,68368,68394,[21],21
Q55-0,they,68407,68411,"[21, 19]",-1
Q55-0,you,68431,68434,[1],1
Q55-0,They,68457,68461,"[21, 19]",-1
Q55-0,you,68491,68494,[1],1
Q55-0,my sister,68498,68507,[1],1
Q55-0,we,68519,68521,"[1, 16]",-1
Q55-0,them,68550,68554,"[21, 19]",-1
Q55-0,we,68581,68583,"[1, 16]",-1
Q55-0,we,68600,68602,"[1, 16]",-1
Q55-0,our ,68613,68617,[1],1
Q56-0,you,72622,72625,[1],1
Q57-0,them,75493,75497,"[13, 14]",-1
Q57-0,Mary's,75528,75534,[16],16
Q58-0,Charles,75668,75675,[6],6
Q58-0,the children,75683,75695,"[13, 14]",-1
Q58-0,them,75717,75721,"[13, 14]",-1
Q59-0,you,76149,76152,[1],1
Q59-0,Mary,76168,76172,[16],16
Q59-0,herself,76199,76206,[16],16
Q60-0,Charles,76296,76303,[6],6
Q60-0,he,76326,76328,[6],6
Q60-0,Anne,76396,76400,[1],1
Q60-0,you,76405,76408,[1],1
Q60-0,you,76416,76419,[1],1
Q60-0,him,76435,76438,[6],6
Q61-0,the children,76544,76556,"[14, 13]",-1
Q61-0,their grandmamma,76584,76600,[21],21
Q61-0,them,76626,76630,"[13, 14]",-1
Q61-0,she,76636,76639,[21],21
Q61-0,them,76661,76665,"[13, 14]",-1
Q61-0,them,76694,76698,"[13, 14]",-1
Q61-0,they,76736,76740,"[13, 14]",-1
Q62-0,Miss Anne,76888,76897,[1],1
Q62-0,Mrs Charles,76921,76932,[16],16
Q62-0,your ,76949,76954,[1],1
Q62-0,those children,76966,76980,"[13, 14]",-1
Q62-0,They,76983,76987,"[13, 14]",-1
Q62-0,you,77023,77026,[1],1
Q62-0,they,77056,77060,"[13, 14]",-1
Q62-0,you,77090,77093,[1],1
Q62-0,your sister,77105,77116,[16],16
Q62-0,them,77140,77144,"[13, 14]",-1
Q62-0,They,77147,77151,"[13, 14]",-1
Q62-0,Mrs Charles,77243,77254,[16],16
Q62-0,they,77273,77277,"[13, 14]",-1
Q62-0,they,77326,77330,"[13, 14]",-1
Q62-0,you,77356,77359,[1],1
Q62-0,Miss Anne,77361,77370,[1],1
Q62-0,Mrs Charles,77463,77474,[16],16
Q62-0,them,77517,77521,"[13, 14]",-1
Q62-0,you,77535,77538,[1],1
Q62-2,them,77749,77753,"[13, 14]",-1
Q63-0,Mrs Musgrove,77808,77820,[21],21
Q63-0,her,77832,77835,[21],21
Q63-0,her,77952,77955,[21],21
Q63-0,she,78287,78290,[21],21
Q63-0,her,78326,78329,[21],21
Q64-0,you,78515,78518,[1],1
Q64-0,Miss Anne,78520,78529,[1],1
Q64-0,you,78539,78542,[1],1
Q64-0,Mrs Charles,78616,78627,[16],16
Q64-0,Mrs Charles,78836,78847,[16],16
Q64-0,you,78893,78896,[1],1
Q64-0,you,78913,78916,[1],1
Q64-0,you,78952,78955,[1],1
Q64-0,you,78976,78979,[1],1
Q66-0,you,85600,85603,[1],1
Q66-0,your sister,85613,85624,[16],16
Q66-0,my brother,85639,85649,[4],4
Q66-0,he,85698,85700,[4],4
Q67-0,you,85829,85832,[1],1
Q67-0,he,85857,85859,[4],4
Q68-0,We,86456,86458,"[27, 0]",-1
Q68-0,a brother of Mrs Croft's,86473,86497,[4],4
Q68-0,him,86529,86532,[4],4
Q69-0,you,87701,87704,[1],1
Q69-0,our ,87705,87709,[19],19
Q69-1,you,87770,87773,[1],1
Q69-1,mamma ,87796,87802,[21],21
Q69-1,mamma,87846,87851,[21],21
Q69-1,she,87853,87856,[21],21
Q69-1,poor Richard,87880,87892,[25],25
Q69-1,we,87898,87900,[15],15
Q69-1,her ,87965,87969,[21],21
Q69-1,you,88009,88012,[1],1
Q69-1,she,88017,88020,[21],21
Q69-1,the Crofts,88046,88056,"[0, 27]",-1
Q69-1,they,88079,88083,"[27, 0]",-1
Q69-1,they,88116,88120,"[27, 0]",-1
Q69-1,they,88124,88128,"[27, 0]",-1
Q69-1,her brother,88151,88162,[4],4
Q69-1,Captain Wentworth,88164,88181,[4],4
Q69-1,them,88260,88264,"[27, 0]",-1
Q69-1,mamma's,88314,88321,[21],21
Q69-1,they,88333,88337,"[27, 0]",-1
Q69-1,Wentworth,88354,88363,[4],4
Q69-1,poor Richard,88408,88420,[25],25
Q69-1,he,88498,88500,[25],25
Q69-1,his,88543,88546,[25],25
Q69-1,she,88567,88570,[21],21
Q69-1,her,88646,88649,[21],21
Q69-1,poor Richard,88683,88695,[25],25
Q69-1,we,88700,88702,"[1, 15]",-1
Q69-1,we,88723,88725,"[1, 15]",-1
Q69-1,she,88736,88739,[21],21
Q70-0,the child,96658,96667,[13],13
Q70-0,he,96694,96696,[13],13
Q70-0,Captain Wentworth,96732,96749,[4],4
Q70-0,he,96766,96768,[13],13
Q70-0,them,96780,96784,[1],1
Q70-0,he,96801,96803,[13],13
Q70-0,he,96834,96836,[13],13
Q72-0,the child,97848,97857,[13],13
Q72-1,my father,97880,97889,[19],19
Q72-1,he,97924,97926,[19],19
Q72-1,Your sister,97951,97962,[1],1
Q72-1,you,97974,97977,[16],16
Q72-1,my love,97979,97986,[16],16
Q72-1,You,98015,98018,[16],16
Q72-1,him,98043,98046,[13],13
Q72-1,yourself,98047,98055,[16],16
Q72-1,you,98061,98064,[16],16
Q72-1,Anne ,98089,98094,[1],1
Q73-0,you,98449,98452,[1],1
Q73-0,ourselves,98486,98495,"[1, 16]",-1
Q73-0,this poor sick child,98502,98522,[13],13
Q73-0,us,98555,98557,"[1, 16]",-1
Q73-0,Charles,98711,98718,[6],6
Q73-0,them,98739,98743,"[19, 21, 15, 16]",-1
Q73-0,him,98798,98801,[6],6
Q73-0,his poor little boy,98826,98845,[13],13
Q73-0,his,98857,98860,[6],6
Q73-0,he,98895,98897,[6],6
Q73-0,he,98908,98910,[6],6
Q73-0,Charles,99007,99014,[6],6
Q73-0,he,99054,99056,[6],6
Q73-0,himself,99081,99088,[6],6
Q73-0,the child,99222,99231,[13],13
Q73-0,You,99341,99344,[1],1
Q74-0,your,99434,99438,[16],16
Q74-0,You,99461,99464,[16],16
Q74-0,we,99507,99509,"[1, 16]",-1
Q74-0,us,99541,99543,"[1, 16]",-1
Q74-0,Mary,99626,99630,[16],16
Q74-0,your husband,99651,99663,[6],6
Q75-0,Charles,99927,99934,[6],6
Q75-0,the poor child,99980,99994,[13],13
Q75-0,you,100015,100018,[1],1
Q75-0,him,100053,100056,[13],13
Q75-0,he,100072,100074,[13],13
Q76-0,you,100164,100167,[16],16
Q76-0,yourself,100183,100191,[16],16
Q76-0,the poor boy,100236,100248,[13],13
Q77-0,you,100258,100261,[1],1
Q77-0,his papa,100266,100274,[6],6
Q77-0,us,100344,100346,"[6, 16]",-1
Q77-0,he,100367,100369,[6],6
Q77-0,Charles,100391,100398,[6],6
Q77-0, his father,100422,100433,[19],19
Q77-0,we,100434,100436,"[16, 6]",-1
Q77-0,little Charles,100482,100496,[13],13
Q77-0,he,100506,100508,[6],6
Q78-0,you,100601,100604,[16],16
Q78-0,yourself,100649,100657,[16],16
Q78-0,you,100667,100670,[16],16
Q78-0,your husband,100694,100706,[6],6
Q78-0,little Charles,100715,100729,[13],13
Q78-0,Mr and Mrs Musgrove,100743,100762,"[21, 19]",-1
Q79-0,you,100817,100820,[1],1
Q79-1,You,101027,101030,[1],1
Q79-1,You,101106,101109,[1],1
Q79-1,little Charles,101119,101133,[13],13
Q79-1,he,101147,101149,[13],13
Q79-1,you,101163,101166,[1],1
Q79-1,him,101223,101226,[13],13
Q79-1,Charles,101317,101324,[6],6
Q79-1,they,101330,101334,"[21, 19]",-1
Q79-1,Captain Wentworth,101377,101394,[4],4
Q79-1,you,101407,101410,[1],1
Q79-1,yours,101466,101471,[1],1
Q79-1,Anne,101481,101485,[1],1
Q79-1,Charles,101507,101514,[6],6
Q79-1,You,101541,101544,[1],1
Q79-1,us,101558,101560,[16],16
Q79-1,you,101562,101565,[1],1
Q79-1,you,101667,101670,[1],1
Q79-1,you,101690,101693,[1],1
Q79-1,my dear child,101745,101758,[13],13
Q80-0,the child,102098,102107,[13],13
Q80-0,him,102142,102145,[13],13
Q80-0,he,102161,102163,[13],13
Q80-0,Anne,102179,102183,[1],1
Q80-0,Anne,102195,102199,[1],1
Q80-0,him,102244,102247,[13],13
Q80-0,Anne's,102256,102262,[1],1
Q81-0,Anne,102419,102423,[1],1
Q81-1,you,102487,102490,[16],16
Q81-1,she,102525,102528,[1],1
Q81-1,herself,102555,102562,[1],1
Q81-1,our sick child,102573,102587,[13],13
Q83-0,Captain Wentworth,107686,107703,[4],4
Q83-0,you,107727,107730,[1],1
Q83-0,Anne,107732,107736,[1],1
Q83-0,he,107745,107747,[4],4
Q83-0,Henrietta,107773,107782,[9],9
Q83-0,him,107789,107792,[4],4
Q83-0,he,107798,107800,[4],4
Q83-0,you,107812,107815,[1],1
Q83-0,he,107842,107844,[4],4
Q83-0,You,107852,107855,[1],1
Q83-0,he,107872,107874,[4],4
Q84-0,Sophia,110164,110170,[27],27
Q88-0,Miss Anne,113854,113863,[1],1
Q88-0,my poor son,113899,113910,[6],6
Q88-0,he,113923,113925,[6],6
Q89-0,You,114552,114555,[15],15
Q91-1,you,115289,115292,[4],4
Q91-1,Lucky fellow,115319,115331,[4],4
Q91-1,He,115345,115347,[4],4
Q91-1,himself,115398,115405,[4],4
Q91-1,his,115507,115510,[4],4
Q92-0,Admiral,115531,115538,[0],0
Q92-0,you,115549,115552,[0],0
Q92-1,you,115642,115645,[0],0
Q93-0,you,115783,115786,[4],4
Q93-0,you,115825,115828,[4],4
Q94-0,Captain Wentworth,115933,115950,[4],4
Q94-1,you,115978,115981,[4],4
Q94-1,you,116002,116005,[4],4
Q94-1,you,116063,116066,[4],4
Q95-1,yourself,116387,116395,[0],0
Q95-1,Captain Wentworth,117178,117195,[4],4
Q96-1,he,117559,117561,[4],4
Q96-1,he,117598,117600,[4],4
Q96-1,our poor boy,117610,117622,[25],25
Q96-1,Charles,117624,117631,[6],6
Q96-1,my dear,117633,117640,[6],6
Q96-2,Captain Wentworth,117675,117692,[4],4
Q96-2,your poor brother,117724,117741,[25],25
Q97-0,Dick ,117802,117807,[25],25
Q97-0,his,117866,117869,[25],25
Q98-0,Charles,117919,117926,[6],6
Q98-0,Captain Wentworth,117933,117950,[4],4
Q98-0,he,117952,117954,[4],4
Q98-0,poor Dick,117988,117997,[25],25
Q98-0,him,118051,118054,[4],4
Q99-0,sister,118745,118751,[27],27
Q99-0,You,118754,118757,[27],27
Q100-0,Sir,119032,119035,[4],4
Q100-1,us,119081,119083,"[19, 21, 15, 16]",-1
Q100-1,you,119090,119093,[4],4
Q100-1,We,119128,119130,"[19, 21, 15, 16]",-1
Q101-0,Poor dear fellow,119445,119461,[25],25
Q101-1,he,119489,119491,[25],25
Q101-1,he,119556,119558,[25],25
Q101-1,he,119622,119624,[25],25
Q101-1,you,119640,119643,[4],4
Q101-1,Captain Wentworth,119660,119677,[4],4
Q101-1,we,119679,119681,"[21, 19, 15, 16]",-1
Q101-1,he,119697,119699,[25],25
Q101-1,you,119710,119713,[4],4
Q102-0,you,121775,121778,[4],4
Q102-0,Frederick,121825,121834,[4],4
Q102-0,you,121836,121839,[4],4
Q105-0,Frederick,122781,122790,[4],4
Q105-0,you,122820,122823,[4],4
Q107-1,You,123303,123306,[27],27
Q107-1,your husband,123324,123336,[0],0
Q108-0,you,123379,123382,[4],4
Q108-0,yourself,123384,123392,[4],4
Q109-0,Sophia,123601,123607,[27],27
Q112-0,Frederick,124008,124017,[4],4
Q112-0,you,124019,124022,[4],4
Q112-0,us,124075,124077,[27],27
Q112-0,your,124190,124194,[4],4
Q113-0,you,124221,124224,[27],27
Q114-0,you,124323,124326,[4],4
Q115-1,he,124529,124531,[4],4
Q115-1,he,124548,124550,[4],4
Q115-1,he,124585,124587,[4],4
Q115-1,we,124603,124605,"[0, 27]",-1
Q115-1,we,124649,124651,"[0, 27]",-1
Q115-1,him,124662,124665,[4],4
Q115-1,you,124672,124675,[27],27
Q115-1,We,124720,124722,"[0, 27]",-1
Q115-1,him,124734,124737,[4],4
Q115-1,him,124779,124782,[4],4
Q115-1,his,124783,124786,[4],4
Q116-0,we,124805,124807,"[27, 0]",-1
Q119-0,you,125133,125136,[27],27
Q119-0,ma'am,125153,125158,[27],27
Q120-0,ma'am ,125208,125214,[21],21
Q120-0,you,125583,125586,[21],21
Q121-0,you,125775,125778,[21],21
Q121-0,ma'am,125780,125785,[21],21
Q121-1,you,125877,125880,[21],21
Q121-1,you,125914,125917,[21],21
Q121-1,you,125948,125951,[21],21
Q121-1,we,126133,126135,"[27, 0]",-1
Q121-1,you,126151,126154,[21],21
Q121-1,Admiral,126597,126604,[0],0
Q121-1,Croft,126614,126619,[0],0
Q121-1,him,126803,126806,[0],0
Q121-1,we,126828,126830,[0],0
Q122-0,Croft,126997,127002,[27],27
Q122-1,your,127097,127101,[27],27
Q122-1,Mr Musgrove,127135,127146,[19],19
Q122-1,he,127216,127218,[19],19
Q123-0,your,129191,129195,[1],1
Q123-0,madam,129204,129209,[1],1
Q123-0,your,129219,129223,[1],1
Q124-1,he,134389,134391,[4],4
Q124-1,he,134435,134437,[4],4
Q124-1,Henrietta,134547,134556,[9],9
Q124-1,She,134559,134562,[9],9
Q124-1,Henrietta,134596,134605,[9],9
Q124-1,Sir Frederick,134631,134644,[4],4
Q124-1,Lady Wentworth,134649,134663,[9],9
Q125-0,You,135098,135101,[6],6
Q125-1,him,135135,135138,[5],5
Q125-1,Henrietta,135162,135171,[9],9
Q125-1,the Musgroves,135209,135222,"[21, 19]",-1
Q125-1,she ,135234,135238,[9],9
Q125-1,Charles Hayter,135504,135518,[5],5
Q125-1,Miss Musgrove,135578,135591,[9],9
Q126-0,you,135790,135793,[16],16
Q126-0,Mary,135816,135820,[16],16
Q126-1,Henrietta,135885,135894,[9],9
Q126-1,Charles,135900,135907,[5],5
Q126-1,you,136026,136029,[16],16
Q126-1,he,136060,136062,[5],5
Q126-1,he,136106,136108,[5],5
Q126-1,you,136299,136302,[16],16
Q126-1,Charles,136325,136332,[5],5
Q126-1,Henrietta,136368,136377,[9],9
Q126-1,he,136454,136456,[5],5
Q126-1,his,136537,136540,[5],5
Q126-1,he,136660,136662,[5],5
Q126-1,Henrietta,136731,136740,[9],9
Q126-1,Charles Hayter,136767,136781,[5],5
Q126-1,she,136790,136793,[9],9
Q126-1,him,136798,136801,[5],5
Q126-1,Louisa,136807,136813,[15],15
Q126-1,Captain Wentworth,136822,136839,[4],4
Q127-1,Henrietta,136999,137008,[9],9
Q127-1,Charles Hayter,137015,137029,[5],5
Q127-1,her,137052,137055,[9],9
Q127-1,Captain Wentworth,137129,137146,[4],4
Q127-1,him,137160,137163,[5],5
Q127-1,her,137177,137180,[9],9
Q127-1,he,137221,137223,[4],4
Q127-1,She,137230,137233,[9],9
Q127-1,Charles Hayter,137260,137274,[5],5
Q127-1,her,137320,137323,[9],9
Q127-1,Captain Wentworth,137346,137363,[4],4
Q127-1,Louisa,137373,137379,[15],15
Q127-1,Henrietta,137391,137400,[9],9
Q127-1,he,137432,137434,[4],4
Q127-1,Henrietta,137455,137464,[9],9
Q127-1,you,137525,137528,[1],1
Q127-1,us,137543,137545,"[6, 16]",-1
Q127-1,you,137566,137569,[1],1
Q127-1,us,137597,137599,"[6, 16]",-1
Q127-1,you,137615,137618,[1],1
Q127-1,you,137655,137658,[1],1
Q128-0,you,140570,140573,[15],15
Q128-0,you,140606,140609,[15],15
Q128-0,you,140702,140705,[15],15
Q128-0,his,140718,140721,[5],5
Q128-0,he,140734,140736,[5],5
Q128-0,Louisa,140745,140751,[15],15
Q129-0,Miss Musgroves,141154,141168,[15],15
Q129-0,Mrs Musgrove,141184,141196,[21],21
Q129-0,them,141219,141223,[15],15
Q130-0,They,141319,141323,[15],15
Q130-0,my sister,141343,141352,[16],16
Q130-0,they,141355,141359,[15],15
Q131-0,the little boy,141715,141729,[14],14
Q133-0,Walter,143375,143381,[14],14
Q133-1,You,143418,143421,[14],14
Q133-1,you,143471,143474,[14],14
Q134-0,Walter,143479,143485,[14],14
Q134-1,you,143518,143521,[14],14
Q134-1,you,143532,143535,[14],14
Q134-1,you,143553,143556,[14],14
Q134-1,your aunt,143562,143571,[1],1
Q134-1,Walter,143592,143598,[14],14
Q135-0,You,145089,145092,[14],14
Q135-0,Walter,145118,145124,[14],14
Q135-0,you,145133,145136,[14],14
Q135-0,your aunt,145150,145159,[1],1
Q136-0,you,148131,148134,"[15, 9]",-1
Q137-0,they,148793,148797,"[15, 9]",-1
Q137-1,they,148948,148952,"[15, 9]",-1
Q137-1,we,148985,148987,"[1, 16]",-1
Q137-1,them,149008,149012,"[15, 9]",-1
Q137-1,us,149065,149067,"[1, 16]",-1
Q138-0,the Admiral,151021,151032,[0],0
Q138-0,my sister,151037,151046,[27],27
Q138-0,They,151049,151053,"[27, 0]",-1
Q138-0,we,151103,151105,"[15, 4]",-1
Q138-0,them,151115,151119,"[27, 0]",-1
Q138-0,They,151147,151151,"[27, 0]",-1
Q138-0,they,151222,151226,"[27, 0]",-1
Q138-0,you,151287,151290,[15],15
Q138-0,my sister,151296,151305,[27],27
Q138-0,she,151327,151330,[27],27
Q139-1,her,151479,151482,[27],27
Q139-1,she,151512,151515,[27],27
Q139-1,the Admiral,151522,151533,[0],0
Q140-0,you,151712,151715,[15],15
Q140-1,you,151762,151765,[15],15
Q142-0,we,153084,153086,"[9, 4, 1, 16, 6, 15]",-1
Q145-0,her,153889,153892,[16],16
Q145-0,her,153934,153937,[16],16
Q146-0,you,154590,154593,[4],4
Q147-0,her,156135,156138,[9],9
Q147-0,she,156166,156169,[9],9
Q147-0,Henrietta,156506,156515,[9],9
Q147-0,she,156590,156593,[9],9
Q148-0,She,156656,156659,[9],9
Q148-0,you,156697,156700,[15],15
Q149-0,She,156705,156708,[9],9
Q150-0,her,156768,156771,[9],9
Q150-0,yours,156796,156801,[15],15
Q150-0,yours,157358,157363,[15],15
Q150-0,you,157418,157421,[15],15
Q150-0,her,157428,157431,[9],9
Q150-0,your,157472,157476,[15],15
Q150-0,her,157493,157496,[9],9
Q150-0,you,157500,157503,[15],15
Q150-0,you,157530,157533,[15],15
Q150-0,You,157671,157674,[15],15
Q152-0,Louisa Musgrove,158350,158365,[15],15
Q152-0,her,158398,158401,[15],15
Q152-0,her,158441,158444,[15],15
Q153-0,Mary,158907,158911,[16],16
Q153-1,she,158969,158972,[16],16
Q153-1,her,159015,159018,[16],16
Q153-1,the Elliot,159039,159049,"[26, 16]",-1
Q153-1,She,159058,159061,[16],16
Q153-1,the Elliot,159091,159101,"[26, 16]",-1
Q153-1,We,159110,159112,"[15, 9]",-1
Q153-1,Charles,159129,159136,[6],6
Q153-1,you,159174,159177,[4],4
