qID,menText,start_byte,end_byte,matches,pdncID
Q51-0,him,51106,51109,[18],18
Q52-0,He,51222,51224,[18],18
Q53-0,Victor,51288,51294,[18],18
Q54-0,you,51628,51631,[6],6
Q54-0,him,51691,51694,[18],18
Q54-0,he,51700,51702,[18],18
Q55-0,your,51725,51729,[15],15
Q56-0,you,52080,52083,[6],6
Q58-0,you,52456,52459,[15],15
Q59-0,you,52540,52543,[15],15
Q60-0,you,52628,52631,[6],6
Q60-0,mother,52651,52657,[6],6
Q60-0,You,52659,52662,[6],6
Q61-0,you,52711,52714,[15],15
Q61-0,Mrs. Pontellier,52719,52734,[3],3
Q61-0,She,52768,52771,[3],3
Q61-0,She,52807,52810,[3],3
Q62-0,you,52902,52905,[15],15
Q63-0,you,52926,52929,[6],6
Q64-0,you,58505,58508,[3],3
Q64-0,Mademoiselle Reisz,58522,58540,[7],7
Q65-0,her,58722,58725,[7],7
Q65-1,her,58748,58751,[7],7
Q65-1,you,58757,58760,[3],3
Q65-1,her,58774,58777,[7],7
Q65-1,She,58779,58782,[7],7
Q65-1,you,58789,58792,[3],3
Q65-1,She,58794,58797,[7],7
Q66-0,Mrs. Pontellier,59684,59699,[3],3
Q66-0,she,59705,59708,[3],3
Q67-0,you,62112,62115,[3],3
Q68-0,You,62348,62351,[3],3
Q72-0,You,67225,67228,[3],3
Q72-0,my dear,67251,67258,[3],3
Q72-0,you,67275,67278,[3],3
Q73-0,Mrs. Pontellier,67664,67679,[3],3
Q74-0,she,67833,67836,[3],3
Q75-0,you,67999,68002,[15],15
Q76-0,you,68082,68085,[3],3
Q77-0,you,68118,68121,[15],15
Q77-0,you,68139,68142,[15],15
Q82-0,you,68324,68327,[3],3
Q83-0,You,68336,68339,[15],15
Q83-0,you,68381,68384,[15],15
Q83-0,Mademoiselle Reisz,68637,68655,[7],7
Q84-1,you,68923,68926,[3],3
Q86-0,Mrs. Pontellier,69479,69494,[3],3
Q86-0,her,69533,69536,[3],3
Q86-0,she,69561,69564,[3],3
Q86-0,her,69641,69644,[3],3
Q88-0,you,70433,70436,[3],3
Q88-0,Mr. Pontellier,70464,70478,[5],5
Q90-0,you,70540,70543,[3],3
Q94-0,you,71109,71112,[3],3
Q94-0,Mr. Pontellier,71118,71132,[5],5
Q95-0,you,71282,71285,[15],15
Q95-0,you,71322,71325,[15],15
Q96-0,you,71403,71406,[3],3
Q98-1,you,71479,71482,[3],3
Q98-1,you,71518,71521,[3],3
Q99-0,you,71568,71571,[15],15
Q101-0,you,71893,71896,[3],3
Q101-0,Mr. Pontellier,71920,71934,[5],5
Q102-0,you,71956,71959,[15],15
Q102-0,you,71969,71972,[15],15
Q103-0,you,72479,72482,[3],3
Q103-0,Edna,72499,72503,[3],3
Q103-0,you,72529,72532,[3],3
Q104-0,you,72689,72692,[3],3
Q106-0,you,72845,72848,[3],3
Q107-0,Edna,72941,72945,[3],3
Q109-0,You,73091,73094,[3],3
Q109-1,you,73173,73176,[3],3
Q111-0,you,73251,73254,[3],3
Q113-0,Edna,73680,73684,[3],3
Q113-0,dear,73686,73690,[3],3
Q113-0,you,73696,73699,[3],3
Q115-1,you,73876,73879,[3],3
Q115-1,You,73909,73912,[3],3
Q116-0,L once,74407,74413,[5],5
Q116-1,you,74563,74566,[5],5
Q117-0,you,75998,76001,[5],5
Q117-0,L once,76013,76019,[5],5
Q118-0,dear,76077,76081,[3],3
Q119-0,him,77585,77588,[15],15
Q119-0,him,77643,77646,[15],15
Q120-0,you,78462,78465,[15],15
Q120-1,L once,78522,78528,[5],5
Q120-1,he,78539,78541,[5],5
Q120-1,him,78574,78577,[5],5
Q120-1,he,78579,78581,[5],5
Q121-0,she,80268,80271,[3],3
Q122-0,she,80332,80335,[3],3
Q122-0,you,80343,80346,[9],9
Q122-0,her,80371,80374,[3],3
Q123-0,she,80386,80389,[3],3
Q123-0,your,80390,80394,[15],15
Q124-0,She,80410,80413,[3],3
Q127-0,she,80618,80621,[3],3
Q139-0,you,82416,82419,[3],3
Q139-1,you,82544,82547,[3],3
Q141-0,you,82600,82603,[3],3
Q141-0,your,82658,82662,[3],3
Q141-0,you,82691,82694,[3],3
Q141-0,you,82753,82756,[3],3
Q142-1,you,82853,82856,[15],15
Q142-1,you,82925,82928,[15],15
Q145-0,you,84578,84581,[3],3
Q146-1,you,89877,89880,[15],15
Q147-0,You,90077,90080,[3],3
Q147-0,your,90146,90150,[3],3
Q148-1,Monsieur Farival,90437,90453,[11],11
Q148-1,the others,90458,90468,[9],9
Q149-0,you,90510,90513,[3],3
Q149-0,you,90562,90565,[3],3
Q150-0,L once,90638,90644,[5],5
Q151-0,he,90727,90729,[5],5
Q151-0,you,90736,90739,[3],3
Q153-0,you,90995,90998,[3],3
Q153-0,you,91029,91032,[3],3
Q158-0,you,94899,94902,[15],15
Q158-0,Robert,94954,94960,[15],15
Q159-0,you,95042,95045,[3],3
Q160-0,he,97939,97941,[15],15
Q161-1,he,98305,98307,[15],15
Q163-0,Robert,98645,98651,[15],15
Q163-0,he,98664,98666,[15],15
Q163-0,he,98685,98687,[15],15
Q163-1,Victor,98900,98906,[18],18
Q164-0,mother,99531,99537,[6],6
Q165-0,you,99929,99932,[15],15
Q165-0,your,99941,99945,[15],15
Q168-0,Monsieur Farival,100244,100260,[11],11
Q169-0,you,102112,102115,[15],15
Q171-0,you,102212,102215,[15],15
Q173-1,Robert,104315,104321,[15],15
Q173-1,he,104471,104473,[15],15
Q174-1,you,104553,104556,[3],3
Q174-1,Robert,104749,104755,[15],15
Q174-1,you,104761,104764,[3],3
Q174-1,dear,104791,104795,[3],3
Q176-0,You,104932,104935,[3],3
Q176-0,you,104951,104954,[3],3
Q176-0,your,104992,104996,[3],3
Q177-1,you,105050,105053,[0],0
Q177-1,Madame Lebrun,105061,105074,[6],6
Q178-0,you,105387,105390,[3],3
Q179-0,you,105439,105442,[15],15
Q184-0,you,105924,105927,[3],3
Q184-0,you,105946,105949,[3],3
Q185-0,you,106158,106161,[15],15
Q189-0,your,106419,106423,[15],15
Q190-0,you,106640,106643,[3],3
Q191-1,you,106746,106749,[15],15
Q191-1,you,106788,106791,[15],15
Q191-1,you,106803,106806,[15],15
Q191-1,your,106833,106837,[15],15
Q191-1,You,106876,106879,[15],15
Q191-1,you,106995,106998,[15],15
Q192-2,my dear Mrs. Pontellier,107126,107149,[3],3
Q192-2,You,107160,107163,[3],3
Q192-2,you,107177,107180,[3],3
Q193-0,you,107276,107279,[15],15
Q193-0,you,107297,107300,[15],15
Q193-0,Robert,107302,107308,[15],15
Q194-0,you,107342,107345,[3],3
Q195-0,you,108728,108731,[3],3
Q195-0,your friend,108737,108748,[15],15
Q196-0,Robert,110790,110796,[15],15
Q196-0,his,110812,110815,[15],15
Q196-0,he,110836,110838,[15],15
Q196-0,He,110868,110870,[15],15
Q196-0,his,110891,110894,[15],15
Q196-0,he,110902,110904,[15],15
Q197-0,you,112090,112093,[3],3
Q197-0,him,112109,112112,[15],15
Q197-0,Edna,112114,112118,[3],3
Q198-0,him,112156,112159,[15],15
Q200-0,you,114118,114121,[3],3
Q200-0,you,114156,114159,[3],3
Q200-1,your,114303,114307,[3],3
Q200-1,you,114320,114323,[3],3
Q201-0,you,114378,114381,[0],0
Q202-0,Mademoiselle,114614,114626,[7],7
Q202-0,you,114634,114637,[7],7
Q202-0,Robert,114661,114667,[15],15
Q202-0,you,114673,114676,[7],7
Q204-0,your,114847,114851,[7],7
Q205-0,She,115715,115718,[6],6
Q205-0,her son,115749,115756,[15],15
Q205-1,him,115862,115865,[15],15
Q206-0,dear,115930,115934,[3],3
Q206-0,you,115982,115985,[3],3
Q206-0,Aline Lebrun,115987,115999,[6],6
Q206-0,Victor,116010,116016,[18],18
Q206-0,Victor,116026,116032,[18],18
Q206-0,She,116040,116043,[6],6
Q206-0,him,116056,116059,[18],18
Q206-0,She,116095,116098,[6],6
Q206-0,him,116108,116111,[18],18
Q206-0,he,116127,116129,[18],18
Q206-0,Robert,116140,116146,[15],15
Q206-0,he,116195,116197,[15],15
Q206-0,the poor fellow,116293,116308,[15],15
Q206-0,my dear,116317,116324,[3],3
Q206-0,him,116341,116344,[15],15
Q206-0,him,116357,116360,[15],15
Q206-0,the only Lebrun who is worth a pinch of salt,116377,116421,[15],15
Q206-0,He,116423,116425,[15],15
Q206-0,him,116479,116482,[15],15
Q206-0,Victor,116489,116495,[18],18
Q206-0,Robert,116546,116552,[15],15
Q206-0,him,116567,116570,[18],18
Q207-0,he,116603,116605,[15],15
Q207-0,his brother,116630,116641,[18],18
Q208-0,he,116722,116724,[15],15
Q208-0,him,116734,116737,[18],18
Q208-1,a Spanish girl,116803,116817,[9],9
Q208-1,Victor,116824,116830,[18],18
Q208-1,he,116847,116849,[18],18
Q208-1,He,116879,116881,[18],18
Q208-1,Robert,116886,116892,[15],15
Q208-1,the girl,116912,116920,[9],9
Q208-1,her,116938,116941,[9],9
Q208-1,her,116959,116962,[9],9
Q208-1,her,116976,116979,[9],9
Q208-1,he,117014,117016,[18],18
Q208-1,Robert,117054,117060,[15],15
Q208-1,him,117066,117069,[18],18
Q208-1,him,117108,117111,[18],18
Q208-1,he,117169,117171,[18],18
Q209-0,her,117200,117203,[9],9
Q209-0,Mariequita,117209,117219,[9],9
Q210-0,Mariequita,117236,117246,[9],9
Q210-0,Mariequita,117265,117275,[9],9
Q210-0,she,117298,117301,[9],9
Q210-0,Mariequita,117335,117345,[9],9
Q211-0,you,118199,118202,[7],7
Q212-0,you,118242,118245,[3],3
Q213-1,Mademoiselle,118337,118349,[7],7
Q215-0,Edna,121267,121271,[3],3
Q215-0,you,121282,121285,[3],3
Q217-1,you,121749,121752,[3],3
Q217-1,you,121778,121781,[3],3
Q219-0,you,121868,121871,[3],3
Q221-0,my dear,122062,122069,[3],3
Q221-0,you,122086,122089,[3],3
Q221-0,you,122253,122256,[3],3
Q221-0,you,122267,122270,[3],3
Q221-0,you,122305,122308,[3],3
Q221-0,your,122356,122360,[3],3
Q224-0,Mr. Pontellier,122786,122800,[5],5
Q225-0,you,123148,123151,[3],3
Q225-0,Edna,123164,123168,[3],3
Q225-0,you,123170,123173,[3],3
Q225-0,You,123309,123312,[3],3
Q225-0,Mrs. James Highcamp,123341,123360,[13],13
Q225-0,you,123378,123381,[3],3
Q225-0,Mrs. Highcamp,123398,123411,[13],13
Q226-1,you,123618,123621,[5],5
Q229-0,You,124186,124189,[5],5
Q230-0,you,124387,124390,[3],3
Q231-0,you,124557,124560,[5],5
Q234-0,you,127096,127099,[3],3
Q234-0,your,127131,127135,[3],3
Q234-0,ma'am,127142,127147,[3],3
Q234-1,your,127260,127264,[3],3
Q234-1,ma'am,127271,127276,[3],3
Q235-0,L once,127584,127590,[5],5
Q235-0,you,127623,127626,[5],5
Q235-0,you,127664,127667,[5],5
Q236-0,my dear Edna,127748,127760,[3],3
Q238-0,your,132954,132958,[0],0
Q238-1,you,133173,133176,[0],0
Q238-1,you,133195,133198,[0],0
Q239-0,Your,133553,133557,[3],3
Q239-0,dear,133577,133581,[3],3
Q241-0,you,133645,133648,[3],3
Q245-0,Madame Ratignolle,137663,137680,[0],0
Q245-0,she,137690,137693,[0],0
Q245-0,her,137703,137706,[0],0
Q245-0,she,137714,137717,[0],0
Q245-0,she,137763,137766,[0],0
Q245-0,you,137793,137796,[3],3
Q246-0,She,137815,137818,[0],0
Q248-0,you,137978,137981,[5],5
Q249-0,Mrs. Pontellier,148552,148567,[3],3
Q250-1,her,148669,148672,[3],3
Q250-1,she,148683,148686,[3],3
Q251-0,you,150149,150152,[3],3
Q252-0,you,150258,150261,[7],7
Q253-1,you,150473,150476,[3],3
Q253-1,You,150560,150563,[3],3
Q253-1,la belle dame,150602,150615,[3],3
Q254-2,you,151002,151005,[3],3
Q254-2,Mrs. Pontellier,151015,151030,[3],3
Q255-0,you,151063,151066,[7],7
Q256-0,your friend,151689,151700,[15],15
Q258-0,your friend Robert,151805,151823,[15],15
Q258-0,He,151825,151827,[15],15
Q259-0,you,151878,151881,[7],7
Q260-0,your,151999,152003,[3],3
Q260-0,you,152072,152075,[3],3
Q260-0,Mrs. Pontellier,152096,152111,[3],3
Q263-0,you,152301,152304,[7],7
Q264-0,you,152378,152381,[3],3
Q264-0,you,152390,152393,[3],3
Q265-0,he,152448,152450,[15],15
Q267-0,he,152733,152735,[15],15
Q270-0,you,152834,152837,[7],7
Q275-0,you,152977,152980,[3],3
Q276-0,Your,153026,153030,[7],7
Q277-0,you,153088,153091,[3],3
Q277-0,you,153135,153138,[3],3
Q279-0,You,153231,153234,[3],3
Q279-0,Madame,153253,153259,[3],3
Q280-0,you,153284,153287,[7],7
Q281-0,you,153341,153344,[3],3
Q281-0,your,153379,153383,[3],3
Q281-0,your,153394,153398,[3],3
Q282-0,you,153619,153622,[7],7
Q284-0,You,153778,153781,[7],7
Q285-0,you,153899,153902,[3],3
Q286-0,Mademoiselle,155336,155348,[7],7
Q287-0,you,155395,155398,[3],3
Q288-0,Pontellier,156694,156704,[5],5
Q288-0,you,156759,156762,[5],5
Q289-0,Doctor,156958,156964,[2],2
Q289-0,You,156966,156969,[2],2
Q289-0,you,157134,157137,[2],2
Q289-0,Edna,157144,157148,[3],3
Q289-0,her,157173,157176,[3],3
Q290-0,Madame Pontellier,157181,157198,[3],3
Q290-1,her,157243,157246,[3],3
Q291-0,she,157354,157357,[3],3
Q291-1,she,157465,157468,[3],3
Q291-1,She,157487,157490,[3],3
Q291-1,she,157498,157501,[3],3
Q291-1,her,157535,157538,[3],3
Q291-1,you,157566,157569,[2],2
Q292-0,she,157593,157596,[3],3
Q293-1,She,157717,157720,[3],3
Q294-0,my dear Pontellier,157802,157820,[5],5
Q295-0,you,157868,157871,[2],2
Q295-0,Her,157892,157895,[3],3
Q295-0,You,157963,157966,[2],2
Q295-0,my wife,158057,158064,[3],3
Q295-0,She,158156,158159,[3],3
Q295-1,She,158229,158232,[3],3
Q295-1,her,158262,158265,[3],3
Q295-1,you,158315,158318,[2],2
Q296-0,you,158533,158536,[5],5
Q296-0,her,158551,158554,[3],3
Q296-0,Pontellier,158556,158566,[5],5
Q298-0,she,158596,158599,[3],3
Q298-1,she,158639,158642,[3],3
Q299-1,she,158834,158837,[3],3
Q299-1,She,158876,158879,[3],3
Q299-1,her,158894,158897,[3],3
Q299-1,her,158936,158939,[3],3
Q299-1,you,159048,159051,[2],2
Q299-1,she,159052,159055,[3],3
Q300-1,her,159225,159228,[3],3
Q301-0,She,159278,159281,[3],3
Q301-0,The old gentleman,159330,159347,[16],16
Q301-0,her father,159349,159359,[16],16
Q301-0,his,159393,159396,[16],16
Q301-0,his,159415,159418,[16],16
Q301-0,his,159461,159464,[16],16
Q302-0,your wife,159747,159756,[3],3
Q302-1,her,159833,159836,[3],3
Q302-1,her,159848,159851,[3],3
Q302-1,her,159887,159890,[3],3
Q303-0,her,159919,159922,[3],3
Q303-0,She,159930,159933,[3],3
Q303-0,She,159960,159963,[3],3
Q303-0,her,160063,160066,[3],3
Q304-0,Pontellier,160138,160148,[5],5
Q304-1,your wife,160202,160211,[3],3
Q304-1,her,160244,160247,[3],3
Q304-1,her,160263,160266,[3],3
Q304-1,you,160274,160277,[5],5
Q304-1,my dear friend,160286,160300,[5],5
Q304-1,Mrs. Pontellier,160398,160413,[3],3
Q304-1,you,160550,160553,[5],5
Q304-1,your wife,160692,160701,[3],3
Q304-1,you,160737,160740,[5],5
Q304-1,you,160815,160818,[5],5
Q304-1,her,160823,160826,[3],3
Q304-1,her,160839,160842,[3],3
Q306-0,her,160973,160976,[3],3
Q308-0,you,161110,161113,[2],2
Q308-0,you,161139,161142,[2],2
Q309-0,you,161306,161309,[5],5
Q309-0,you,161327,161330,[5],5
Q310-0,you,161557,161560,[2],2
Q310-0,you,161581,161584,[2],2
Q310-0,Doctor,161593,161599,[2],2
Q311-0,you,161628,161631,[5],5
Q311-0,my dear sir,161633,161644,[5],5
Q311-1,you,161694,161697,[5],5
Q311-1,your,161742,161746,[5],5
Q312-1,you,161878,161881,[2],2
Q312-1,Edna,161900,161904,[3],3
Q313-0,she,161932,161935,[3],3
Q313-0,her,161964,161967,[3],3
Q313-0,her,161991,161994,[3],3
Q313-0,you,162025,162028,[5],5
Q316-0,Mr. Pontellier,166234,166248,[5],5
Q316-0,you,166297,166300,[3],3
Q316-0,you,166324,166327,[3],3
Q316-0,he,166368,166370,[5],5
Q317-1,he,166456,166458,[5],5
Q318-0,Arobin,171956,171962,[1],1
Q318-1,Alc e Arobin,172029,172041,[1],1
Q319-0,You,173106,173109,[5],5
Q319-0,L once,173147,173153,[5],5
Q319-1,your,173223,173227,[5],5
Q321-0,your,186065,186069,[3],3
Q322-0,you,186414,186417,[3],3
Q324-0,You,186632,186635,[3],3
Q324-0,your,186656,186660,[3],3
Q324-0,your,186697,186701,[3],3
Q328-0,you,186831,186834,[3],3
Q329-0,you,186896,186899,[1],1
Q329-0,you,186909,186912,[1],1
Q329-0,you,186948,186951,[1],1
Q330-0,you,187122,187125,[3],3
Q330-0,you,187162,187165,[3],3
Q330-0,you,187187,187190,[3],3
Q330-0,you,187216,187219,[3],3
Q331-0,Mr. Arobin,187327,187337,[1],1
Q331-1,you,187454,187457,[1],1
Q331-1,you,187478,187481,[1],1
Q332-0,Your,187687,187691,[3],3
Q332-0,Mrs. Pontellier,187718,187733,[3],3
Q332-1,you,187820,187823,[3],3
Q332-1,You,187896,187899,[3],3
Q332-1,you,187915,187918,[3],3
Q332-1,you,187934,187937,[3],3
Q332-1,you,187978,187981,[3],3
Q332-1,you,188006,188009,[3],3
Q333-0,he,188633,188635,[15],15
Q335-0,You,191744,191747,[3],3
Q335-0,you,191758,191761,[3],3
Q335-0,you,191820,191823,[3],3
Q335-0,you,191896,191899,[3],3
Q336-1,Mademoiselle,192260,192272,[7],7
Q338-0,you,192708,192711,[7],7
Q339-0,you,192747,192750,[3],3
Q339-0,your father,192788,192799,[16],16
Q341-0,your,193181,193185,[3],3
Q341-0,ma belle,193200,193208,[3],3
Q341-0,your,193260,193264,[3],3
Q341-0,you,193277,193280,[3],3
Q343-0,your husband,193460,193472,[5],5
Q344-0,you,193590,193593,[7],7
Q344-0,you,193612,193615,[7],7
Q344-0,my father,193697,193706,[16],16
Q345-0,your husband,194300,194312,[5],5
Q346-0,him,194337,194340,[5],5
Q346-0,He,194381,194383,[5],5
Q346-0,you,194428,194431,[7],7
Q347-0,Your,194481,194485,[3],3
Q348-1,You,195045,195048,[7],7
Q348-1,Mademoiselle,195074,195086,[7],7
Q348-1,you,195100,195103,[7],7
Q348-1,you,195120,195123,[7],7
Q349-1,Mademoiselle,195840,195852,[7],7
Q349-1,he,195859,195861,[15],15
Q349-1,his,195878,195881,[15],15
Q350-0,He,195914,195916,[15],15
Q350-0,he,195969,195971,[15],15
Q350-0,he,195989,195991,[15],15
Q350-0,you,196001,196004,[3],3
Q350-0,he,196025,196027,[15],15
Q350-0,you,196033,196036,[3],3
Q350-0,he,196076,196078,[15],15
Q350-0,you,196085,196088,[3],3
Q350-0,poor fool,196090,196099,[3],3
Q350-0,you,196125,196128,[3],3
Q350-0,you,196136,196139,[3],3
Q350-0,him,196166,196169,[15],15
Q350-0,him,196186,196189,[15],15
Q351-0,you,196201,196204,[7],7
Q351-0,his,196213,196216,[15],15
Q352-0,you,196243,196246,[3],3
Q352-0,you,196277,196280,[3],3
Q352-0,you,196295,196298,[3],3
Q353-1,you,196684,196687,[7],7
Q353-2,you,196794,196797,[7],7
Q354-0,he,196819,196821,[15],15
Q354-0,he,196873,196875,[15],15
Q355-1,He,196945,196947,[15],15
Q356-0,He,196970,196972,[15],15
Q356-0,You,196991,196994,[3],3
Q357-0,he,197070,197072,[15],15
Q359-0,you,197730,197733,[7],7
Q359-0,Mademoiselle,197782,197794,[7],7
Q359-0,you,197804,197807,[7],7
Q359-1,you,197952,197955,[7],7
Q360-0,You,198296,198299,[3],3
Q360-0,ma reine,198336,198344,[3],3
Q360-0,you,198351,198354,[3],3
Q360-0,Robert,198368,198374,[15],15
Q362-1,you,198537,198540,[3],3
Q362-1,him,198546,198549,[15],15
Q362-1,you,198555,198558,[3],3
Q363-0,his,198723,198726,[15],15
Q363-0,his,198761,198764,[15],15
Q363-0,he,198782,198784,[15],15
Q363-0,his,198801,198804,[15],15
Q363-0,his,198815,198818,[15],15
Q363-0,he,198860,198862,[15],15
Q363-0,he,198921,198923,[15],15
Q363-0,his,198990,198993,[15],15
Q364-0,you,199021,199024,[3],3
Q365-0,you,199073,199076,[3],3
Q365-0,he,199085,199087,[15],15
Q367-0,you,200018,200021,[3],3
Q367-1,you,200066,200069,[3],3
Q368-0,you,200179,200182,[1],1
Q369-1,You,200312,200315,[3],3
Q369-1,you,200375,200378,[3],3
Q371-0,you,200963,200966,[3],3
Q371-0,you,201008,201011,[3],3
Q371-0,you,201033,201036,[3],3
Q372-0,You,201178,201181,[1],1
Q373-0,you,201295,201298,[3],3
Q374-0,you,201365,201368,[1],1
Q374-0,Mademoiselle Reisz,201374,201392,[7],7
Q375-0,her,201441,201444,[7],7
Q375-0,her,201466,201469,[7],7
Q376-0,She,201479,201482,[7],7
Q376-0,you,201535,201538,[1],1
Q376-0,you,201568,201571,[1],1
Q378-0,her,201664,201667,[7],7
Q378-0,she,201676,201679,[7],7
Q378-0,her,201684,201687,[7],7
Q378-0,she,201764,201767,[7],7
Q379-0,you,201980,201983,[3],3
Q380-0,her,202063,202066,[7],7
Q381-0,she,202082,202085,[7],7
Q382-0,She,202124,202127,[7],7
Q383-0,she,202184,202187,[7],7
Q383-0,you,202238,202241,[3],3
Q383-0,her,202253,202256,[7],7
Q383-0,you,202295,202298,[3],3
Q384-0,you,202321,202324,[1],1
Q384-1,you,202423,202426,[1],1
Q385-0,your,202449,202453,[3],3
Q385-0,you,202488,202491,[3],3
Q386-1,you,205484,205487,[3],3
Q389-0,you,206904,206907,[3],3
Q392-0,you,207204,207207,[1],1
Q392-0,L once,207374,207380,[5],5
Q392-0,he,207410,207412,[5],5
Q392-0,he,207425,207427,[5],5
Q393-0,you,207451,207454,[3],3
Q394-0,you,207658,207661,[3],3
Q396-1,you,207890,207893,[3],3
Q397-1,you,208048,208051,[1],1
Q398-0,you,208154,208157,[3],3
Q399-0,You,208256,208259,[1],1
Q400-0,you,208390,208393,[3],3
Q400-0,you,208427,208430,[3],3
Q402-0,Edna,211417,211421,[3],3
Q403-0,my husband,211656,211666,[5],5
Q403-0,you,211802,211805,[10],10
Q403-0,you,211849,211852,[10],10
Q403-0,you,211897,211900,[10],10
Q404-0,my father,211963,211972,[16],16
Q405-1,the Colonel,212186,212197,[16],16
Q405-1,he,212229,212231,[16],16
Q405-1,the most charming of women,212261,212287,[3],3
Q405-1,the daughter,212288,212300,[3],3
Q405-1,he,212306,212308,[16],16
Q407-0,ma reine,217113,217121,[3],3
Q410-1,you,218769,218772,[18],18
Q411-0,him,218792,218795,[18],18
Q412-0,He,218819,218821,[18],18
Q412-1,him,218860,218863,[18],18
Q413-0,he,218890,218892,[18],18
Q415-1,you,219509,219512,[18],18
Q416-0,you,219908,219911,[18],18
Q416-0,you,219921,219924,[18],18
Q417-0,Mrs. Pontellier,220114,220129,[3],3
Q417-0,you,220145,220148,[3],3
Q418-0,Victor,220344,220350,[18],18
Q418-0,you,220352,220355,[18],18
Q424-0,you,221886,221889,[1],1
Q425-0,you,222388,222391,[3],3
Q427-0,you,223853,223856,[3],3
Q429-0,You,224072,224075,[3],3
Q429-1,you,224138,224141,[3],3
Q429-1,you,224150,224153,[3],3
Q431-0,you,224470,224473,[3],3
Q431-1,You,224530,224533,[3],3
Q431-1,you,224613,224616,[3],3
Q433-0,you,224728,224731,[3],3
Q434-0,you,224928,224931,[1],1
Q438-0,you,232274,232277,[3],3
Q438-0,Edna,232303,232307,[3],3
Q438-0,You,232309,232312,[3],3
Q438-0,you,232430,232433,[3],3
Q438-0,you,232459,232462,[3],3
Q438-0,you,232492,232495,[3],3
Q438-0,you,232529,232532,[3],3
Q438-0,you,232566,232569,[3],3
Q438-0,Mademoiselle Reisz,232580,232598,[7],7
Q439-0,she,232612,232615,[7],7
Q439-0,her,232660,232663,[7],7
Q440-0,you,232700,232703,[3],3
Q440-0,Alc e Arobin,232762,232774,[1],1
Q440-0,you,232784,232787,[3],3
Q440-0,Mr. Arobin,232822,232832,[1],1
Q440-0,his,232909,232912,[1],1
Q441-0,he,232984,232986,[1],1
Q441-0,his,232996,232999,[1],1
Q442-0,he,233094,233096,[1],1
Q442-0,his,233141,233144,[1],1
Q442-0,you,233225,233228,[3],3
Q444-1,Arobin,233381,233387,[1],1
Q444-1,you,233421,233424,[3],3
Q445-1,You,233460,233463,[0],0
Q445-1,you,233481,233484,[0],0
Q447-0,Robert,235580,235586,[15],15
Q448-0,Mrs. Pontellier,235677,235692,[3],3
Q448-0,you,235701,235704,[3],3
Q448-0,you,235725,235728,[3],3
