qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q9-0,"The Germans,","[9491, 9503]",Aunt Juley,['Margaret'],Anaphoric,she said,[],[],[],X,9,minor,HowardsEnd,36,36,2,2,6,9491,9503
Q9-1,"are too thorough, and this is all very well sometimes, but at other times it does not do.","[9516, 9605]",Aunt Juley,['Margaret'],Anaphoric,she said,[],[],[],X,9,minor,HowardsEnd,36,36,2,2,6,9516,9605
Q10-0,"Exactly,","[9609, 9617]",Margaret,['Aunt Juley'],Explicit,said Margaret,[],[],[],X,10,major,HowardsEnd,37,37,2,2,25,9609,9617
Q10-1,Germans are too thorough.,"[9635, 9660]",Margaret,['Aunt Juley'],Explicit,said Margaret,[],[],[],X,10,major,HowardsEnd,37,37,2,2,25,9635,9660
Q11-0,"Of course I regard you Schlegels as English,","[9693, 9737]",Aunt Juley,['Margaret'],Explicit,said Mrs Munt,['you Schlegels'],"[[9712, 9725]]","[['Margaret', 'Helen']]",X,11,minor,HowardsEnd,38,38,2,2,6,9693,9737
Q11-1,English to the backbone.,"[9764, 9788]",Aunt Juley,['Margaret'],Explicit,said Mrs Munt,[],[],[],X,11,minor,HowardsEnd,38,38,2,2,6,9764,9788
Q12-0,And that reminds me--Helen s letter.,"[9839, 9875]",Aunt Juley,['Margaret'],Implicit,,['Helen'],"[[9860, 9865]]",[['Helen']],X,12,minor,HowardsEnd,40,40,2,2,6,9839,9875
Q13-0,"Oh yes, Aunt Juley, I am thinking all right about Helen s letter. I know--I must go down and see her. I am thinking about her all right. I am meaning to go down.","[9879, 10040]",Margaret,['Aunt Juley'],Implicit,,"['Aunt Juley', 'Helen', 'her', 'her']","[[9887, 9897], [9929, 9934], [9976, 9979], [10001, 10004]]","[['Aunt Juley'], ['Helen'], ['Helen'], ['Helen']]",X,13,major,HowardsEnd,41,41,2,2,25,9879,10040
Q14-0,"But go with some plan,","[10044, 10066]",Aunt Juley,['Margaret'],Explicit,said Mrs Munt,[],[],[],X,14,minor,HowardsEnd,42,42,2,2,6,10044,10066
Q14-1,"Margaret, if I may interfere, don t be taken by surprise. What do you think of the Wilcoxes? Are they our sort? Are they likely people? Could they appreciate Helen, who is to my mind a very special sort of person? Do they care about Literature and Art? That is most important when you come to think of it. Literature and Art. Most important. How old would the son be? She says  younger son.  Would he be in a position to marry? Is he likely to make Helen happy? Did you gather--","[10141, 10619]",Aunt Juley,['Margaret'],Explicit,said Mrs Munt,"['Margaret', 'you', 'Wilcoxes', 'they', 'they', 'they', 'Helen', 'they', 'you', 'the son', 'She', 'he', 'he', 'Helen', 'you']","[[10141, 10149], [10207, 10210], [10224, 10232], [10238, 10242], [10257, 10261], [10283, 10287], [10299, 10304], [10358, 10362], [10422, 10425], [10497, 10504], [10509, 10512], [10539, 10541], [10572, 10574], [10590, 10595], [10607, 10610]]","[['Margaret'], ['Margaret'], ['Mrs. Wilcox', 'Mr. Wilcox'], ['Mrs. Wilcox', 'Mr. Wilcox'], ['Mrs. Wilcox', 'Mr. Wilcox'], ['Mrs. Wilcox', 'Mr. Wilcox'], ['Helen'], ['Mrs. Wilcox', 'Mr. Wilcox'], ['Margaret'], ['Paul'], ['Helen'], ['Paul'], ['Paul'], ['Helen'], ['Margaret']]",X,14,minor,HowardsEnd,42,42,2,2,6,10141,10619
Q15-0,I gathered nothing.,"[10623, 10642]",Margaret,['Aunt Juley'],Implicit,,[],[],[],X,15,major,HowardsEnd,43,43,2,2,25,10623,10642
Q16-0,Then in that case--,"[10675, 10694]",Aunt Juley,['Margaret'],Implicit,,[],[],[],X,16,minor,HowardsEnd,45,45,2,2,6,10675,10694
Q17-0,"In that case I can make no plans, don t you see.","[10698, 10746]",Margaret,['Aunt Juley'],Implicit,,['you'],"[[10738, 10741]]",[['Aunt Juley']],X,17,major,HowardsEnd,46,46,2,2,25,10698,10746
Q18-0,On the contrary--,"[10750, 10767]",Aunt Juley,['Margaret'],Implicit,,[],[],[],X,18,minor,HowardsEnd,47,47,2,2,6,10750,10767
Q19-0,I hate plans. I hate lines of action. Helen isn t a baby.,"[10771, 10828]",Margaret,['Aunt Juley'],Implicit,,['Helen'],"[[10809, 10814]]",[['Helen']],X,19,major,HowardsEnd,48,48,2,2,25,10771,10828
Q20-0,"Then in that case, my dear, why go down?","[10832, 10872]",Aunt Juley,['Margaret'],Implicit,,[],[],[],X,20,minor,HowardsEnd,49,49,2,2,6,10832,10872
Q21-0,"I consider you odd girls,","[11344, 11369]",Aunt Juley,['Margaret'],Explicit,continued Mrs Munt,['you'],"[[11355, 11358]]","[['Margaret', 'Helen']]",X,21,minor,HowardsEnd,51,51,2,2,6,11344,11369
Q21-1,"and very wonderful girls, and in many ways far older than your years. But--you won t be offended? frankly, I feel you are not up to this business. It requires an older person. Dear, I have nothing to call me back to Swanage.","[11393, 11617]",Aunt Juley,['Margaret'],Explicit,continued Mrs Munt,"['you', 'you', 'Dear']","[[11468, 11471], [11507, 11510], [11569, 11573]]","[['Margaret'], ['Margaret'], ['Margaret']]",X,21,minor,HowardsEnd,51,51,2,2,6,11393,11617
Q21-2,I am all at your disposal. Let me go down to this house whose name I forget instead of you.,"[11651, 11742]",Aunt Juley,['Margaret'],Explicit,continued Mrs Munt,"['your', 'you']","[[11663, 11667], [11738, 11741]]","[['Margaret'], ['Margaret']]",X,21,minor,HowardsEnd,51,51,2,2,6,11651,11742
Q22-0,Aunt Juley,"[11746, 11756]",Margaret,['Aunt Juley'],Implicit,,['Aunt Juley'],"[[11746, 11756]]",[['Aunt Juley']],X,22,major,HowardsEnd,52,52,2,2,25,11746,11756
Q23-0,"I must, must go to Howards End myself. You don t exactly understand, though I can never thank you properly for offering.","[11790, 11910]",Margaret,['Aunt Juley'],Implicit,,"['You', 'you']","[[11829, 11832], [11884, 11887]]","[['Aunt Juley'], ['Aunt Juley']]",X,23,major,HowardsEnd,52,52,2,2,25,11790,11910
Q24-0,"I do understand,","[11914, 11930]",Aunt Juley,['Margaret'],Explicit,retorted Mrs Munt,[],[],[],X,24,minor,HowardsEnd,53,53,2,2,6,11914,11930
Q24-1,"I go down in no spirit of interference, but to make inquiries. Inquiries are necessary. Now, I am going to be rude. You would say the wrong thing; to a certainty you would. In your anxiety for Helen s happiness you would offend the whole of these Wilcoxes by asking one of your impetuous questions--not that one minds offending them.","[11978, 12311]",Aunt Juley,['Margaret'],Explicit,retorted Mrs Munt,"['You', 'you', 'your', 'Helen', 'you', 'Wilcoxes', 'your', 'them']","[[12094, 12097], [12140, 12143], [12154, 12158], [12171, 12176], [12189, 12192], [12225, 12233], [12251, 12255], [12306, 12310]]","[['Margaret'], ['Margaret'], ['Margaret'], ['Helen'], ['Margaret'], ['Mrs. Wilcox', 'Mr. Wilcox'], ['Margaret'], ['Mrs. Wilcox', 'Mr. Wilcox']]",X,24,minor,HowardsEnd,53,53,2,2,6,11978,12311
Q25-0,"I shall ask no questions. I have it in Helen s writing that she and a man are in love. There is no question to ask as long as she keeps to that. All the rest isn t worth a straw. A long engagement if you like, but inquiries, questions, plans, lines of action--no, Aunt Juley, no.","[12315, 12594]",Margaret,['Aunt Juley'],Implicit,,"['Helen', 'she', 'she', 'you', 'Aunt Juley']","[[12354, 12359], [12375, 12378], [12441, 12444], [12515, 12518], [12579, 12589]]","[['Helen'], ['Helen'], ['Helen'], ['Aunt Juley'], ['Aunt Juley']]",X,25,major,HowardsEnd,54,54,2,2,25,12315,12594
Q26-0,If Helen had written the same to me about a shop assistant or a penniless clerk--,"[12858, 12939]",Margaret,['Aunt Juley'],Implicit,,['Helen'],"[[12861, 12866]]",[['Helen']],X,26,major,HowardsEnd,56,56,2,2,25,12858,12939
Q27-0,"Dear Margaret, do come into the library and shut the door. Your good maids are dusting the banisters.","[12943, 13044]",Aunt Juley,['Margaret'],Implicit,,"['Dear Margaret', 'Your']","[[12943, 12956], [13002, 13006]]","[['Margaret'], ['Margaret']]",X,27,minor,HowardsEnd,57,57,2,2,6,12943,13044
Q28-0,"--or if she had wanted to marry the man who calls for Carter Paterson, I should have said the same.","[13048, 13147]",Margaret,['Aunt Juley'],Anaphoric,she added,['she'],"[[13056, 13059]]",[['Helen']],X,28,major,HowardsEnd,58,58,2,2,25,13048,13147
Q28-1,"Though in the case of Carter Paterson I should want it to be a very long engagement indeed, I must say.","[13320, 13423]",Margaret,['Aunt Juley'],Anaphoric,she added,[],[],[],X,28,major,HowardsEnd,58,58,2,2,25,13320,13423
Q29-0,"I should think so,","[13427, 13445]",Aunt Juley,['Margaret'],Explicit,said Mrs Munt,[],[],[],X,29,minor,HowardsEnd,59,59,2,2,6,13427,13445
Q29-1,"and, indeed, I can scarcely follow you. Now, just imagine if you said anything of that sort to the Wilcoxes. I understand it, but most good people would think you mad. Imagine how disconcerting for Helen! What is wanted is a person who will go slowly, slowly in this business, and see how things are and where they are likely to lead to.","[13464, 13801]",Aunt Juley,['Margaret'],Explicit,said Mrs Munt,"['you', 'you', 'the Wilcoxes', 'you', 'Helen']","[[13499, 13502], [13525, 13528], [13559, 13571], [13623, 13626], [13662, 13667]]","[['Margaret'], ['Margaret'], ['Mrs. Wilcox', 'Mr. Wilcox'], ['Margaret'], ['Helen']]",X,29,minor,HowardsEnd,59,59,2,2,6,13464,13801
Q30-0,But you implied just now that the engagement must be broken off.,"[13833, 13897]",Margaret,['Aunt Juley'],Implicit,,['you'],"[[13837, 13840]]",[['Aunt Juley']],X,30,major,HowardsEnd,61,61,2,2,25,13833,13897
Q31-0,I think probably it must; but slowly.,"[13901, 13938]",Aunt Juley,['Margaret'],Implicit,,[],[],[],X,31,minor,HowardsEnd,62,62,2,2,6,13901,13938
Q32-0,Can you break an engagement off slowly?,"[13942, 13981]",Margaret,['Aunt Juley'],Implicit,,['you'],"[[13946, 13949]]",[['Aunt Juley']],X,32,major,HowardsEnd,63,63,2,2,25,13942,13981
Q33-0,"What s an engagement made of, do you suppose? I think it s made of some hard stuff that may snap, but can t break. It is different to the other ties of life. They stretch or bend. They admit of degree. They re different.","[14001, 14221]",Margaret,['Aunt Juley'],Implicit,,[],[],[],X,33,major,HowardsEnd,63,63,2,2,25,14001,14221
Q34-0,"Exactly so. But won t you let me just run down to Howards House, and save you all the discomfort? I will really not interfere, but I do so thoroughly understand the kind of thing you Schlegels want that one quiet look round will be enough for me.","[14225, 14471]",Aunt Juley,['Margaret'],Implicit,,"['you', 'you', 'you Schlegels']","[[14247, 14250], [14299, 14302], [14404, 14417]]","[['Margaret'], ['Margaret'], ['Margaret', 'Helen']]",X,34,minor,HowardsEnd,64,64,2,2,6,14225,14471
Q35-0,"Yes, I have changed my mind; I do wish that you would go.","[15477, 15534]",Margaret,['Aunt Juley'],Anaphoric,she cried,['you'],"[[15521, 15524]]",[['Aunt Juley']],X,35,major,HowardsEnd,69,69,2,2,25,15477,15534
Q36-0,"You will remember, Aunt Juley, not to be drawn into discussing the engagement. Give my letter to Helen, and say whatever you feel yourself, but do keep clear of the relatives. We have scarcely got their names straight yet, and, besides, that sort of thing is so uncivilised and wrong.","[15706, 15990]",Margaret,['Aunt Juley'],Implicit,,"['You', 'Aunt Juley', 'Helen', 'you', 'the relatives', 'We', 'their']","[[15706, 15709], [15725, 15735], [15803, 15808], [15827, 15830], [15867, 15880], [15882, 15884], [15903, 15908]]","[['Aunt Juley'], ['Aunt Juley'], ['Helen'], ['Aunt Juley'], ['Mr. Wilcox', 'Mrs. Wilcox', 'Paul'], ['Aunt Juley', 'Margaret'], ['Mr. Wilcox', 'Mrs. Wilcox', 'Paul']]",X,36,major,HowardsEnd,71,71,2,2,25,15706,15990
Q37-0,So uncivilised?,"[15994, 16009]",Aunt Juley,['Margaret'],Explicit,queried Mrs Munt,[],[],[],X,37,minor,HowardsEnd,72,72,2,2,6,15994,16009
Q38-0,"Oh, I used an affected word. I only meant would you please talk the thing over only with Helen.","[16096, 16191]",Margaret,['Aunt Juley'],Implicit,,"['you', 'Helen']","[[16144, 16147], [16185, 16190]]","[['Aunt Juley'], ['Helen']]",X,38,major,HowardsEnd,73,73,2,2,25,16096,16191
Q39-0,Only with Helen.,"[16195, 16211]",Aunt Juley,['Margaret'],Implicit,,['Helen'],"[[16205, 16210]]",[['Helen']],X,39,minor,HowardsEnd,74,74,2,2,6,16195,16211
Q40-0,Because--,"[16215, 16224]",Margaret,['Aunt Juley'],Implicit,,[],[],[],X,40,major,HowardsEnd,75,75,2,2,25,16215,16224
Q41-0,"Then we should be together, dear.","[19657, 19690]",Aunt Juley,['Margaret'],Anaphoric,she beg her niece,"['we', 'dear']","[[19662, 19664], [19685, 19689]]","[['Aunt Juley', 'Margaret'], ['Margaret']]",X,41,minor,HowardsEnd,81,81,3,3,6,19657,19690
Q42-0,"I did manage that, at all events. When the smash comes poor Margaret will have a nest-egg to fall back upon.","[19975, 20083]",Aunt Juley,[],Explicit,Mrs Munt never ceased to rejoice and to say,['poor Margaret'],"[[20030, 20043]]",[['Margaret']],X,42,minor,HowardsEnd,81,81,3,3,6,19975,20083
Q43-0,"I want a house,","[22901, 22916]",Aunt Juley,['The Ticket Boy'],Anaphoric,she confided to the ticket boy,[],[],[],X,43,minor,HowardsEnd,85,85,3,3,6,22901,22916
Q43-1,Its name is Howards Lodge. Do you know where it is?,"[22951, 23002]",Aunt Juley,['The Ticket Boy'],Anaphoric,she confided to the ticket boy,['you'],"[[22981, 22984]]",[['The Ticket Boy']],X,43,minor,HowardsEnd,85,85,3,3,6,22951,23002
Q44-0,Mr. Wilcox!,"[23006, 23017]",The Ticket Boy,"['Aunt Juley', 'Charles Wilcox']",Anaphoric,the boy called,['Mr. Wilcox'],"[[23006, 23016]]",[['Charles Wilcox']],X,44,minor,HowardsEnd,86,86,3,3,43,23006,23017
Q45-0,She s wanting Howards End.,"[23082, 23108]",The Ticket Boy,"['Aunt Juley', 'Charles Wilcox']",Implicit,,['She'],"[[23082, 23085]]",[['Aunt Juley']],X,45,minor,HowardsEnd,88,88,3,3,43,23082,23108
Q46-0,"Excuse me asking, but are you the younger Mr. Wilcox or the elder?","[23305, 23371]",Aunt Juley,"['Charles Wilcox', 'The Ticket Boy']",Anaphoric,she had the sense to say to him,['the younger Mr. Wilcox'],"[[23335, 23357]]",[['Paul']],X,46,minor,HowardsEnd,89,89,3,3,6,23305,23371
Q47-0,The younger. Can I do anything for you?,"[23375, 23414]",Charles Wilcox,"['Aunt Juley', 'The Ticket Boy']",Implicit,,['you'],"[[23410, 23413]]",[['Aunt Juley']],X,47,major,HowardsEnd,90,90,3,3,8,23375,23414
Q48-0,"Oh, well","[23418, 23426]",Aunt Juley,"['Charles Wilcox', 'The Ticket Boy']",Implicit,,[],[],[],X,48,minor,HowardsEnd,91,91,3,3,6,23418,23426
Q49-0,Really. Are you? I--,"[23470, 23490]",Aunt Juley,"['Charles Wilcox', 'The Ticket Boy']",Implicit,,[],[],[],X,49,minor,HowardsEnd,91,91,3,3,6,23470,23490
Q50-0,"I am Miss Schlegel s aunt. I ought to introduce myself, oughtn t I? My name is Mrs. Munt.","[23552, 23641]",Aunt Juley,['Charles Wilcox'],Implicit,,[],[],[],X,50,minor,HowardsEnd,91,91,3,3,6,23552,23641
Q51-0,"Oh, rather; Miss Schlegel is stopping with us. Did you want to see her?","[23709, 23780]",Charles Wilcox,['Aunt Juley'],Anaphoric,he raised his cap and said,"['Miss Schlegel', 'us', 'you', 'her']","[[23721, 23734], [23752, 23754], [23760, 23763], [23776, 23779]]","[['Helen'], ['Paul', 'Charles Wilcox', 'Mrs. Wilcox', 'Mr. Wilcox'], ['Aunt Juley'], ['Helen']]",X,51,major,HowardsEnd,92,92,3,3,8,23709,23780
Q52-0,Possibly.,"[23784, 23793]",Aunt Juley,['Charles Wilcox'],Implicit,,[],[],[],X,52,minor,HowardsEnd,93,93,3,3,6,23784,23793
Q53-0,I ll call you a cab. No; wait a mo--,"[23797, 23833]",Charles Wilcox,['Aunt Juley'],Implicit,,['you'],"[[23807, 23810]]",[['Aunt Juley']],X,53,major,HowardsEnd,94,94,3,3,8,23797,23833
Q54-0,Our motor s here. I ll run you up in it.,"[23848, 23888]",Charles Wilcox,['Aunt Juley'],Implicit,,['you'],"[[23875, 23878]]",[['Aunt Juley']],X,54,major,HowardsEnd,94,94,3,3,8,23848,23888
Q55-0,That is very kind.,"[23892, 23910]",Aunt Juley,['Charles Wilcox'],Implicit,,[],[],[],X,55,minor,HowardsEnd,95,95,3,3,6,23892,23910
Q56-0,"Not at all, if you ll just wait till they bring out a parcel from the office. This way.","[23914, 24001]",Charles Wilcox,['Aunt Juley'],Implicit,,['you'],"[[23929, 23932]]",[['Aunt Juley']],X,56,major,HowardsEnd,96,96,3,3,8,23914,24001
Q57-0,My niece is not with you by any chance?,"[24005, 24044]",Aunt Juley,['Charles Wilcox'],Implicit,,['My niece'],"[[24005, 24013]]",[['Helen']],X,57,minor,HowardsEnd,97,97,3,3,6,24005,24044
Q58-0,"No; I came over with my father. He has gone on north in your train. You ll see Miss Schlegel at lunch. You re coming up to lunch, I hope?","[24048, 24185]",Charles Wilcox,['Aunt Juley'],Implicit,,"['my father', 'He', 'your', 'Miss Schlegel', 'You']","[[24069, 24078], [24080, 24082], [24104, 24108], [24127, 24140], [24151, 24154]]","[['Mr. Wilcox'], ['Mr. Wilcox'], ['Aunt Juley'], ['Helen'], ['Aunt Juley']]",X,58,major,HowardsEnd,98,98,3,3,8,24048,24185
Q59-0,"I should like to come UP,","[24189, 24214]",Aunt Juley,['Charles Wilcox'],Explicit,said Mrs Munt,[],[],[],X,59,minor,HowardsEnd,99,99,3,3,6,24189,24214
Q60-0,In front or behind? Which do you prefer? It may be windy in front.,"[24664, 24730]",Charles Wilcox,['Aunt Juley'],Implicit,,['you'],"[[24693, 24696]]",[['Aunt Juley']],X,60,major,HowardsEnd,101,101,3,3,8,24664,24730
Q61-0,In front if I may; then we can talk.,"[24734, 24770]",Aunt Juley,['Charles Wilcox'],Implicit,,['we'],"[[24758, 24760]]","[['Aunt Juley', 'Paul']]",X,61,minor,HowardsEnd,102,102,3,3,6,24734,24770
Q62-0,But excuse me one moment--I can t think what they re doing with that parcel.,"[24774, 24850]",Charles Wilcox,['Aunt Juley'],Anaphoric,He strode into the bookingoffice and called,[],[],[],X,62,major,HowardsEnd,103,103,3,3,8,24774,24850
Q62-1,"Hi! hi, you there! Are you going to keep me waiting all day? Parcel for Wilcox, Howards End. Just look sharp!","[24917, 25026]",Charles Wilcox,['Aunt Juley'],Anaphoric,He strode into the bookingoffice and called,[],[],[],X,62,major,HowardsEnd,103,103,3,3,8,24917,25026
Q63-0,"This station s abominably organised; if I had my way, the whole lot of  em should get the sack. May I help you in?","[25066, 25180]",Charles Wilcox,['Aunt Juley'],Anaphoric,he said,['you'],"[[25173, 25176]]",[['Aunt Juley']],X,63,major,HowardsEnd,104,104,3,3,8,25066,25180
Q64-0,"This is very good of you,","[25184, 25209]",Aunt Juley,['Charles Wilcox'],Explicit,said Mrs Munt,[],[],[],X,64,minor,HowardsEnd,105,105,3,3,6,25184,25209
Q65-0,"Very good indeed,","[25514, 25531]",Aunt Juley,['Charles Wilcox'],Anaphoric,she repeated,[],[],[],X,65,minor,HowardsEnd,105,105,3,3,6,25514,25531
Q66-0,It is just what I should have wished.,"[25556, 25593]",Aunt Juley,['Charles Wilcox'],Anaphoric,she repeated adding,[],[],[],X,66,minor,HowardsEnd,105,105,3,3,6,25556,25593
Q67-0,"Very good of you to say so,","[25597, 25624]",Charles Wilcox,['Aunt Juley'],Anaphoric,he replied,['you'],"[[25610, 25613]]",[['Aunt Juley']],X,67,major,HowardsEnd,106,106,3,3,8,25597,25624
Q67-1,I was just tooling my father over to catch the down train.,"[25733, 25791]",Charles Wilcox,['Aunt Juley'],Anaphoric,he replied,['my father'],"[[25752, 25761]]",[['Mr. Wilcox']],X,67,major,HowardsEnd,106,106,3,3,8,25733,25791
Q68-0,"You see, we heard from Helen this morning.","[25795, 25837]",Aunt Juley,['Charles Wilcox'],Implicit,,"['we', 'Helen']","[[25804, 25806], [25818, 25823]]","[['Aunt Juley', 'Margaret'], ['Helen']]",X,68,minor,HowardsEnd,107,107,3,3,6,25795,25837
Q69-0,"The mater will be very glad to see you,","[26100, 26139]",Charles Wilcox,['Aunt Juley'],Anaphoric,he mumbled,"['The mater', 'you']","[[26100, 26109], [26135, 26138]]","[['Ruth'], ['Aunt Juley']]",X,69,major,HowardsEnd,108,108,3,3,8,26100,26139
Q70-0,Hi! I say. Parcel. Parcel for Howards End. Bring it out. Hi!,"[26154, 26214]",Charles Wilcox,"['Aunt Juley', 'The Bearded Porter']",Anaphoric,he mumbled,[],[],[],X,70,major,HowardsEnd,108,108,3,3,8,26154,26214
Q71-0,"Sign, must I? Why the -- should I sign after all this bother? Not even got a pencil on you? Remember next time I report you to the station-master. My time s of value, though yours mayn t be. Here","[26368, 26563]",Charles Wilcox,"['Aunt Juley', 'The Bearded Porter']",Anaphoric,these ejaculations mingled,['you'],"[[26488, 26491]]",[['A Bearded Porter']],X,71,major,HowardsEnd,109,109,3,3,8,26368,26563
Q72-0,"Extremely sorry, Mrs. Munt.","[26586, 26613]",Charles Wilcox,['Aunt Juley'],Implicit,,['Mrs. Munt'],"[[26603, 26612]]",[['Aunt Juley']],X,72,major,HowardsEnd,110,110,3,3,8,26586,26613
Q73-0,"Not at all, Mr. Wilcox.","[26617, 26640]",Aunt Juley,['Charles Wilcox'],Implicit,,[],[],[],X,73,minor,HowardsEnd,111,111,3,3,6,26617,26640
Q74-0,"And do you object to going through the village? It is rather a longer spin, but I have one or two commissions.","[26644, 26754]",Charles Wilcox,['Aunt Juley'],Implicit,,['you'],"[[26651, 26654]]",[['Aunt Juley']],X,74,major,HowardsEnd,112,112,3,3,8,26644,26754
Q75-0,I should love going through the village. Naturally I am very anxious to talk things over with you.,"[26758, 26856]",Aunt Juley,['Charles Wilcox'],Implicit,,[],[],[],X,75,minor,HowardsEnd,113,113,3,3,6,26758,26856
Q76-0,"You can well imagine,","[27548, 27569]",Aunt Juley,['Charles Wilcox'],Anaphoric,she said,[],[],[],X,76,minor,HowardsEnd,116,116,3,3,6,27548,27569
Q76-1,that the news was a great shock to us.,"[27582, 27620]",Aunt Juley,['Charles Wilcox'],Anaphoric,she said,['us'],"[[27617, 27619]]","[['Aunt Juley', 'Margaret']]",X,76,minor,HowardsEnd,116,116,3,3,6,27582,27620
