qID,menText,start_byte,end_byte,matches,pdncID
Q36-0,the Frenchman,15671,15684,[8],8
Q36-0,he,15732,15734,[8],8
Q37-0,He,15801,15803,[8],8
Q37-0,the General,15851,15862,[16],16
Q37-0,you,15899,15902,[4],4
Q38-0,your,15934,15938,[12],12
Q38-0,the Englishman,15960,15974,[10],10
Q40-0,the Frenchman,16021,16034,[8],8
Q40-0,he,16064,16066,[8],8
Q40-0,the Englishman,16094,16108,[10],10
Q41-0,the Frenchman,16196,16209,[8],8
Q44-0,you,16523,16526,[4],4
Q44-1,you,16585,16588,[4],4
Q44-1,you,16636,16639,[4],4
Q45-0,you,16753,16756,[12],12
Q46-0,you,16899,16902,[4],4
Q46-0,you,16959,16962,[4],4
Q46-0,you,17045,17048,[4],4
Q46-0,you,17084,17087,[4],4
Q46-0,your,17107,17111,[4],4
Q46-0,you,17123,17126,[4],4
Q46-0,you,17173,17176,[4],4
Q46-0,you,17200,17203,[4],4
Q46-0,you,17243,17246,[4],4
Q46-0,you,17270,17273,[4],4
Q46-0,you,17324,17327,[4],4
Q46-0,you,17344,17347,[4],4
Q47-0,you,17541,17544,[12],12
Q48-0,You,17650,17653,[4],4
Q48-0,we,17952,17954,[12],12
Q49-0,the General,17977,17988,[16],16
Q50-0,you,18137,18140,[4],4
Q51-0,her,19048,19051,[12],12
Q52-0,you,32791,32794,[4],4
Q52-1,your,32913,32917,[4],4
Q52-1,you,32931,32934,[4],4
Q55-0,you,33479,33482,[4],4
Q55-0,your,33499,33503,[4],4
Q57-0,you,33692,33695,[12],12
Q62-0,Mlle. Polina,44985,44997,[12],12
Q64-0,You,45059,45062,[4],4
Q65-0,she,45143,45146,[12],12
Q67-1,she,50363,50366,[12],12
Q67-1,her,50371,50374,[12],12
Q71-0,you,51706,51709,[4],4
Q71-0,your,51715,51719,[4],4
Q75-0,you,52543,52546,[4],4
Q75-1,you,52566,52569,[4],4
Q75-1,your,52616,52620,[4],4
Q81-0,you,53217,53220,[16],16
Q81-0,General,53946,53953,[16],16
Q81-0,you,53967,53970,[16],16
Q81-0,you,56722,56725,[16],16
Q81-0,you,57089,57092,[16],16
Q82-0,you,57135,57138,[4],4
Q82-0,you,57160,57163,[4],4
Q82-1,you,57242,57245,[4],4
Q82-1,you,57294,57297,[4],4
Q83-0,he,58238,58240,[8],8
Q84-0,he,58477,58479,[8],8
Q84-0,General,58518,58525,[16],16
Q85-0,you,58559,58562,[4],4
Q85-1,You,58618,58621,[4],4
Q85-1,you,58637,58640,[4],4
Q85-1,General,58655,58662,[16],16
Q85-1,the Marquis,58679,58690,[8],8
Q85-1,his,58701,58704,[16],16
Q85-1,General,58736,58743,[16],16
Q85-1,the Frenchman ,58767,58781,[8],8
Q85-1,he,58836,58838,[8],8
Q88-1,you,59175,59178,[12],12
Q88-1, the old man,59194,59206,[16],16
Q88-1,he,59240,59242,[16],16
Q88-1,him,59282,59285,[16],16
Q88-1,his,59295,59298,[16],16
Q89-0,him,59391,59394,[16],16
Q90-1,you,59831,59834,[12],12
Q90-1,Polina Alexandrovna,59848,59867,[12],12
Q91-1,you,59976,59979,[4],4
Q91-1,you,60014,60017,[4],4
Q91-1,you,60057,60060,[4],4
Q92-0,you,60114,60117,[12],12
Q92-0,you,60142,60145,[12],12
Q92-0,you,60199,60202,[12],12
Q92-0,you,60213,60216,[12],12
Q92-0,you,60232,60235,[12],12
Q92-0,you,60255,60258,[12],12
Q92-0,you,60302,60305,[12],12
Q92-0,You,60342,60345,[12],12
Q92-0,your,60381,60385,[12],12
Q92-0,you,60400,60403,[12],12
Q93-0,you,60435,60438,[4],4
Q94-0,you,60475,60478,[12],12
Q94-0,You,60635,60638,[12],12
Q94-0,you,60664,60667,[12],12
Q95-0,You,60714,60717,[12],12
Q95-1,your,60835,60839,[12],12
Q95-1,you,60850,60853,[12],12
Q95-1,you,60934,60937,[12],12
Q95-1,your,60967,60971,[12],12
Q96-0,you,61116,61119,[4],4
Q96-1,you,61143,61146,[4],4
Q97-0,you,61527,61530,[12],12
Q97-0,You,61586,61589,[12],12
Q98-1,you,61748,61751,[4],4
Q98-1,you,61785,61788,[4],4
Q98-1,you,61838,61841,[4],4
Q98-1,you,61881,61884,[4],4
Q98-1,you,61906,61909,[4],4
Q98-1,you,61937,61940,[4],4
Q98-1,you,61967,61970,[4],4
Q98-1,You,61979,61982,[4],4
Q98-1,you,62021,62024,[4],4
Q98-1,your,62072,62076,[4],4
Q99-1,you,62171,62174,[12],12
Q100-0,you,62387,62390,[4],4
Q103-0,you,62666,62669,[12],12
Q104-0,you,62753,62756,[4],4
Q104-1,you,62826,62829,[4],4
Q104-1,your,62851,62855,[4],4
Q104-1,You,62892,62895,[4],4
Q104-1,You,62937,62940,[4],4
Q104-1,you,63007,63010,[4],4
Q104-1,you,63061,63064,[4],4
Q105-1,you,63139,63142,[12],12
Q105-1,you,63147,63150,[12],12
Q105-1,the Frenchman,63208,63221,[8],8
Q106-0,you,63234,63237,[4],4
Q106-0,You,63274,63277,[4],4
Q106-0,you,63308,63311,[4],4
Q107-0,You,63330,63333,[12],12
Q107-0,you,63344,63347,[12],12
Q107-0,you,63404,63407,[12],12
Q107-0,your,63449,63453,[12],12
Q108-0,You,63504,63507,[4],4
Q109-0,you,63844,63847,[12],12
Q109-0,you,65051,65054,[12],12
Q109-0,You,65069,65072,[12],12
Q109-0,you,65135,65138,[12],12
Q111-0,you,65841,65844,[12],12
Q111-0,you,65875,65878,[12],12
Q111-0,you,65920,65923,[12],12
Q111-0,your,65960,65964,[12],12
Q111-0,your,66004,66008,[12],12
Q111-0,your,66054,66058,[12],12
Q112-0,you,66098,66101,[4],4
Q112-0,you,66140,66143,[4],4
Q114-0,You,66239,66242,[4],4
Q114-0,you,66285,66288,[4],4
Q114-0,you,66331,66334,[4],4
Q115-0,you,66391,66394,[12],12
Q115-0,You,66439,66442,[12],12
Q115-0,You,66495,66498,[12],12
Q115-0,you,66508,66511,[12],12
Q115-0,you,66598,66601,[12],12
Q115-0,you,66658,66661,[12],12
Q115-0,your,66698,66702,[12],12
Q115-0,you,66767,66770,[12],12
Q115-0,your,66811,66815,[12],12
Q115-0,you,66837,66840,[12],12
Q115-0,you,66872,66875,[12],12
Q115-0,you,66909,66912,[12],12
Q115-0,you,66940,66943,[12],12
Q115-0,you,66962,66965,[12],12
Q115-0,you,67019,67022,[12],12
Q115-0,You,67026,67029,[12],12
Q116-1,you,67089,67092,[4],4
Q118-1,you,67504,67507,[12],12
Q118-1,you,67616,67619,[12],12
Q118-1,you,67634,67637,[12],12
Q118-1,you,67651,67654,[12],12
Q118-1,you,67660,67663,[12],12
Q118-1,You,67705,67708,[12],12
Q118-1,your,67767,67771,[12],12
Q118-1,your,67797,67801,[12],12
Q118-1,you,67867,67870,[12],12
Q118-1,you,67916,67919,[12],12
Q118-1,your,68062,68066,[12],12
Q118-1,you,68089,68092,[12],12
Q118-1,you,68160,68163,[12],12
Q118-1,your,68356,68360,[12],12
Q118-2,you,68422,68425,[12],12
Q118-2,you,68459,68462,[12],12
Q120-1,your,68599,68603,[12],12
Q120-1,you,68701,68704,[12],12
Q121-0,you,68767,68770,[4],4
Q122-1,you,68944,68947,[12],12
Q122-1,you,69027,69030,[12],12
Q122-1,you,69049,69052,[12],12
Q122-1,You,69247,69250,[12],12
Q123-0,you,69902,69905,[4],4
Q124-0,you,70184,70187,[4],4
Q126-0,you,70358,70361,[4],4
Q126-0,you,70386,70389,[4],4
Q129-0,The Frenchman,70434,70447,[8],8
Q130-0,you,70544,70547,[4],4
Q131-0,you,70683,70686,[12],12
Q131-1,you,70746,70749,[12],12
Q131-1,You,70810,70813,[12],12
Q131-1,this Frenchman,70933,70947,[8],8
Q131-1,you,70989,70992,[12],12
Q131-1,you,70999,71002,[12],12
Q131-1,you,71039,71042,[12],12
Q131-1,you,71128,71131,[12],12
Q131-1,you,71165,71168,[12],12
Q132-0,you,71209,71212,[4],4
Q132-0,you,71243,71246,[4],4
Q133-0,you,71326,71329,[12],12
Q133-1,you,71354,71357,[12],12
Q134-0,you,71412,71415,[4],4
Q134-0,you,71445,71448,[4],4
Q134-0,you,71466,71469,[4],4
Q134-0,you,71504,71507,[4],4
Q134-0,you,71532,71535,[4],4
Q134-0,you,71546,71549,[4],4
Q134-0,You,71560,71563,[4],4
Q134-0,you,71599,71602,[4],4
Q134-0,you,71648,71651,[4],4
Q135-0,you,72679,72682,[4],4
Q135-1,you,72869,72872,[4],4
Q135-1,your,72952,72956,[4],4
Q137-0,you,73017,73020,[4],4
Q137-0,you,73037,73040,[4],4
Q137-0,you,73096,73099,[4],4
Q137-0,you,73136,73139,[4],4
Q137-0,you,73276,73279,[4],4
Q138-0,you,73322,73325,[12],12
Q138-0,you,73352,73355,[12],12
Q139-0,you,73408,73411,[4],4
Q140-0,your,73474,73478,[12],12
Q140-0,you,73509,73512,[12],12
Q140-0,the General,73526,73537,[16],16
Q140-0,him,73578,73581,[16],16
Q140-0,you,73664,73667,[12],12
Q140-0,the General,73672,73683,[16],16
Q141-0,you,73767,73770,[4],4
Q141-1,Your,73818,73822,[4],4
Q141-1,you,73869,73872,[4],4
Q141-1,you,73952,73955,[4],4
Q141-1,the General ,73993,74005,[16],16
Q141-1,you,74118,74121,[4],4
Q141-1,you,74152,74155,[4],4
Q142-0,Madame la Baronne,77452,77469,[6],6
Q142-1,votre,77560,77565,[6],6
Q149-0,you,79693,79696,[4],4
Q149-0,you,79703,79706,[4],4
Q150-0,My good sir,80533,80544,[4],4
Q150-1,you,80577,80580,[4],4
Q150-1,you,80599,80602,[4],4
Q151-1,you,80706,80709,[16],16
Q152-0,Baron Burmergelm,80806,80822,[14],14
Q152-0,you,80863,80866,[4],4
Q152-0,him,80890,80893,[14],14
Q152-0,the Baroness,80901,80913,[6],6
Q154-0,you,80959,80962,[4],4
Q154-0,my good sir,80986,80997,[4],4
Q155-1,You,81054,81057,[16],16
Q155-2,the Baroness ,81454,81467,[6],6
Q155-2,she,81467,81470,[6],6
Q155-2,you,81702,81705,[16],16
Q155-3,the Baron,81781,81790,[14],14
Q155-5,him,81902,81905,[14],14
Q156-0,You,82281,82284,[4],4
Q157-1,you,82565,82568,[16],16
Q157-1,you,82694,82697,[16],16
Q157-1,you,82821,82824,[16],16
Q157-1,Monsieur le Marquise ,83264,83285,[8],8
Q157-1,he,83321,83323,[8],8
Q157-1,the Baroness Burmergelm,83424,83447,[6],6
Q157-1,her,83514,83517,[6],6
Q157-1,her,83552,83555,[6],6
Q157-1,she,83594,83597,[6],6
Q157-1,your,84538,84542,[16],16
Q157-1,General,84562,84569,[16],16
Q158-0,sir,84582,84585,[4],4
Q158-1,you,84697,84700,[4],4
Q158-1,your,84705,84709,[4],4
Q158-1,you,84823,84826,[4],4
Q158-1,you,84936,84939,[4],4
Q158-1,you,84963,84966,[4],4
Q158-1,the Baron,84996,85005,[14],14
Q158-1,you,85082,85085,[4],4
Q158-1,you,85120,85123,[4],4
Q158-1,my good sir,85157,85168,[4],4
Q158-1,You,85170,85173,[4],4
Q158-1,the Baron,85241,85250,[14],14
Q158-1,him,85264,85267,[14],14
Q158-1,you,85305,85308,[4],4
Q159-0,General,85366,85373,[16],16
Q159-1,he,85400,85402,[14],14
Q159-1,your,85465,85469,[16],16
Q159-1,you,85489,85492,[16],16
Q160-0,him,85565,85568,[14],14
Q160-0,he,85601,85603,[14],14
Q160-0,sir,85641,85644,[4],4
Q160-0,you,85676,85679,[4],4
Q160-0,you,85791,85794,[4],4
Q160-0,you,85870,85873,[4],4
Q160-0,him,85980,85983,[14],14
Q160-0,your,86048,86052,[4],4
Q160-0,your,86102,86106,[4],4
Q161-0,you,86304,86307,[16],16
Q161-0,the Baron,86350,86359,[14],14
Q161-0,your,86399,86403,[16],16
Q161-0,you,86418,86421,[16],16
Q161-0,the Baron,86442,86451,[14],14
Q161-0,you,86466,86469,[16],16
Q161-0,your,86507,86511,[16],16
Q161-0,your,86535,86539,[16],16
Q161-0,yours,86566,86571,[16],16
Q161-0,your,86581,86585,[16],16
Q161-0,you,86632,86635,[16],16
Q161-0,you,86814,86817,[16],16
Q161-0,your,86849,86853,[16],16
Q161-0,your,86905,86909,[16],16
Q161-0,you,86983,86986,[16],16
Q162-0,the Baron,87262,87271,[14],14
Q162-1,you,87369,87372,[16],16
Q162-1,General,87374,87381,[16],16
Q162-1,the Baron,87423,87432,[14],14
Q162-1,his,87465,87468,[14],14
Q162-1,you,87484,87487,[16],16
Q162-1,you,87564,87567,[16],16
Q162-1,him,87710,87713,[14],14
Q162-1,him,87765,87768,[14],14
Q163-1,you,88055,88058,[4],4
Q163-1,you,88105,88108,[4],4
Q163-1,you,88160,88163,[4],4
Q163-1,sir,88184,88187,[4],4
Q163-1,we,88212,88214,[16],16
Q163-1,the Baron,88293,88302,[14],14
Q163-1,sir,88316,88319,[4],4
Q163-1,you,88332,88335,[4],4
Q163-1,you,88353,88356,[4],4
Q163-1,your,88432,88436,[4],4
Q163-1,you,88446,88449,[4],4
Q164-0,General,88546,88553,[16],16
Q164-1,you,88735,88738,[16],16
Q164-1,you,89035,89038,[16],16
Q165-0,Alexis Ivanovitch,89089,89106,[4],4
Q165-0,yours,89150,89155,[4],4
Q165-1,you,89270,89273,[4],4
Q165-1,You,89340,89343,[4],4
Q165-1,You,89456,89459,[4],4
Q165-1,you,89557,89560,[4],4
Q165-1,you,89632,89635,[4],4
Q166-0,Alexis Ivanovitch,89701,89718,[4],4
Q166-0,Alexis Ivanovitch,89720,89737,[4],4
Q168-0,you,94792,94795,[4],4
Q168-1,you,94897,94900,[4],4
Q168-1,the General,94984,94995,[16],16
Q168-1,the General,95089,95100,[16],16
Q169-0,Monsieur de Griers,95166,95184,[8],8
Q169-1,you,95221,95224,[8],8
Q169-1,you,95528,95531,[8],8
Q169-1,you,95580,95583,[8],8
Q170-0,the General,95840,95851,[16],16
Q170-1,he,96090,96092,[16],16
Q170-1,the Baron,96214,96223,[14],14
Q170-1,he,96256,96258,[14],14
Q170-1,the Baron,96260,96269,[14],14
Q170-1,the General,96467,96478,[16],16
Q170-1,he,96529,96531,[16],16
Q170-1,you,96545,96548,[4],4
Q170-1,his,96559,96562,[16],16
Q171-1,the General,97096,97107,[16],16
Q171-1,his,97182,97185,[16],16
Q171-1,your,97208,97212,[4],4
Q173-1,you,99429,99432,[4],4
Q173-1,Monsieur,99465,99473,[4],4
Q173-1,Monsieur,99475,99483,[4],4
Q173-1,your,99516,99520,[4],4
Q173-1,the General,99582,99593,[16],16
Q173-1,you,99607,99610,[4],4
Q174-0,you,99669,99672,[8],8
Q174-0,mon cher Marquis,99691,99707,[8],8
Q174-0,you,99727,99730,[8],8
Q175-0,The General,99755,99766,[16],16
Q176-0,the General,99783,99794,[16],16
Q176-0,he,99807,99809,[16],16
Q176-0,him,99860,99863,[16],16
Q176-0,he,99916,99918,[16],16
Q177-0,his,100025,100028,[16],16
Q177-1,You,100107,100110,[4],4
Q177-1,you,100154,100157,[4],4
Q178-0,you,100181,100184,[8],8
Q179-0,you,100236,100239,[4],4
Q179-0,the General,100255,100266,[16],16
Q179-0,he,100342,100344,[16],16
Q179-0,him,100422,100425,[16],16
Q182-1,his,100682,100685,[16],16
Q182-2,Mlle,100793,100797,[12],12
Q182-2,the General,100811,100822,[16],16
Q182-2,they,100833,100837,[16],16
Q182-2,they,100862,100866,[16],16
Q182-2,the General,100919,100930,[16],16
Q183-0,you,100961,100964,[4],4
Q183-0,they,101012,101016,[16],16
Q183-0,The General,101048,101059,[16],16
Q184-0,his,101139,101142,[16],16
Q185-1,your,101265,101269,[4],4
Q185-1,your,101303,101307,[4],4
Q185-1,you,101346,101349,[4],4
Q185-1,you,101440,101443,[4],4
Q185-1,you,101507,101510,[4],4
Q186-1,you,101624,101627,[8],8
Q186-1,you,101639,101642,[8],8
Q186-1,you,101703,101706,[8],8
Q186-1,you,101742,101745,[8],8
Q186-1,you,101786,101789,[8],8
Q187-1,you,101983,101986,[4],4
Q187-1,you,102073,102076,[4],4
Q187-1,you,102126,102129,[4],4
Q187-1,the Baron,102215,102224,[14],14
Q187-1,you,102239,102242,[4],4
Q187-1,you,102256,102259,[4],4
Q187-1,you,102355,102358,[4],4
Q187-1,you,102388,102391,[4],4
Q187-1,your,102425,102429,[4],4
Q187-1,the General,102449,102460,[16],16
Q187-1,you,102475,102478,[4],4
Q187-1,the Baron,102492,102501,[14],14
Q187-1,his,102517,102520,[14],14
Q187-1,you,102543,102546,[4],4
Q188-1,You,102640,102643,[8],8
Q188-1,Monsieur de Griers,102676,102694,[8],8
Q188-1,you,102743,102746,[8],8
Q188-1,Mr. Astley,102786,102796,[10],10
Q188-1,him,102807,102810,[10],10
Q188-1,He,102860,102862,[10],10
Q188-1,he,102915,102917,[10],10
Q188-1,He,102931,102933,[10],10
Q188-1,the Baron,102950,102959,[14],14
Q188-1,the Baron,102978,102987,[14],14
Q188-1,him,103026,103029,[10],10
Q188-1,Mr. Astley,103079,103089,[10],10
Q188-1,you,103208,103211,[8],8
Q188-1,the Baron,103236,103245,[14],14
Q188-1,Mr. Astley,103263,103273,[10],10
Q188-1,him,103289,103292,[10],10
Q188-1,Mr. Astley,103326,103336,[10],10
Q188-1,you,103397,103400,[8],8
Q188-1,the Baron,103466,103475,[14],14
Q188-1,his,103488,103491,[10],10
Q188-1,he,103501,103503,[10],10
Q188-1,you,103639,103642,[8],8
Q189-0,you,103866,103869,[4],4
Q189-1,you,103998,104001,[4],4
Q189-1,you,104078,104081,[4],4
Q189-1,you,104185,104188,[4],4
Q189-2,you,104349,104352,[4],4
Q189-2,her,104427,104430,[12],12
Q191-0,you,105449,105452,[8],8
Q191-0,Mlle,105462,105466,[12],12
Q191-1,you,105533,105536,[8],8
Q191-1,you,105541,105544,[8],8
Q191-1,you,105625,105628,[8],8
Q191-1,you,105679,105682,[8],8
Q191-1,you,105716,105719,[8],8
Q192-0,your,105855,105859,[4],4
Q192-0,you,105963,105966,[4],4
Q193-1,you,106013,106016,[8],8
Q193-1,you,106082,106085,[8],8
Q193-1,Monsieur de Griers,106143,106161,[8],8
Q195-0,You,106412,106415,[8],8
Q195-0,Master Frenchman,106453,106469,[8],8
Q196-0,you,107924,107927,[4],4
Q196-1,you,107944,107947,[4],4
Q196-1,you,107989,107992,[4],4
Q196-1,your,108010,108014,[4],4
Q197-0,you,108036,108039,[10],10
Q199-0,you,108251,108254,[10],10
Q200-0,you,108320,108323,[4],4
Q200-0,you,108338,108341,[4],4
Q200-0,you,108375,108378,[4],4
Q201-0,you,108414,108417,[10],10
Q201-0,Mr. Astley,108423,108433,[10],10
Q201-1,you,108547,108550,[10],10
Q205-0,this Marquis,110509,110521,[8],8
Q205-0,Mlle. Polina ,110526,110539,[12],12
Q205-0,you,110539,110542,[4],4
Q207-0,you,110756,110759,[4],4
Q209-0,you,111278,111281,[10],10
Q209-1,you,111316,111319,[10],10
Q209-1,you,111345,111348,[10],10
Q209-1,your,111349,111353,[10],10
Q209-1,this Frenchman,111395,111409,[8],8
Q210-1,Mlle. Polina ,111515,111528,[12],12
Q210-1,you,111534,111537,[4],4
Q210-1,you,111714,111717,[4],4
Q210-1,you,111789,111792,[4],4
Q210-1,Mlle. Polina s,111854,111868,[12],12
Q210-1,she,111941,111944,[12],12
Q210-1,you,111974,111977,[4],4
Q210-1,you,111994,111997,[4],4
Q210-1,the Baron,112015,112024,[14],14
Q210-1,he,112066,112068,[14],14
Q210-1,he,112091,112093,[14],14
Q210-1,his,112110,112113,[14],14
Q210-1,Mlle. Polina,112203,112215,[12],12
Q210-1,she,112261,112264,[12],12
Q210-1,you,112290,112293,[4],4
Q210-1,her,112310,112313,[12],12
Q211-0,you,112347,112350,[10],10
Q211-1,you,112432,112435,[10],10
Q211-1,Mlle. Polina,112498,112510,[12],12
Q212-0,Your,112566,112570,[4],4
Q212-1,you,112676,112679,[4],4
Q212-1,your,112809,112813,[4],4
Q213-0,You,112836,112839,[10],10
Q214-1,you,113735,113738,[10],10
Q214-1,you,113785,113788,[10],10
Q214-1,your,113835,113839,[10],10
Q215-0,you,113917,113920,[10],10
Q215-0,the General,113932,113943,[16],16
Q215-0,De Griers,114064,114073,[8],8
Q215-0,his,114107,114110,[8],8
Q215-0,he,114120,114122,[8],8
Q215-0,he,114249,114251,[8],8
Q215-0,De Griers,114254,114263,[8],8
Q215-0,you,114324,114327,[10],10
Q215-0,he,114338,114340,[8],8
Q215-0,he,114378,114380,[8],8
Q215-0,his,114403,114406,[8],8
Q215-0,Mlle. Polina s,114412,114426,[12],12
Q215-0,Mlle. Polina,114475,114487,[12],12
Q215-0,she,114603,114606,[12],12
Q215-0,the Frenchman,114631,114644,[8],8
Q215-0,she,114652,114655,[12],12
Q215-0,her,114729,114732,[12],12
Q215-0,she,114772,114775,[12],12
Q215-0,this precious Baron,114843,114862,[14],14
Q215-0,you,114895,114898,[10],10
Q215-0,the General,114911,114922,[16],16
Q215-0,Mlle. Blanche de Cominges,114944,114969,[7],7
Q215-0,your,115082,115086,[10],10
Q215-0,Your,115106,115110,[10],10
Q215-0,you,115134,115137,[10],10
Q216-0,you,115246,115249,[4],4
Q216-1,Mlle. Blanche,115300,115313,[7],7
Q217-0,Mlle. Blanche,115354,115367,[7],7
Q218-0,Mlle. Blanche,115543,115556,[7],7
Q218-0,the Baron,115632,115641,[14],14
Q218-0,the Baroness,115646,115658,[6],6
Q220-0,you,115760,115763,[4],4
Q220-0,Mlle. Blanche,115769,115782,[7],7
Q220-0,she,115821,115824,[7],7
Q220-0,Mlle. Blanche,115918,115931,[7],7
Q220-0,Mlle. de Cominges,115949,115966,[7],7
Q220-0,De Griers,116076,116085,[8],8
Q220-0,they,116208,116212,[8],8
Q220-0,the _Marquisate_ de Griers,116273,116299,[8],8
Q220-0,De Griers,116404,116413,[8],8
Q220-0,the said  Marquis,116498,116515,[8],8
Q221-0,he,116559,116561,[8],8
Q222-0,Mlle. Blanche,116611,116624,[7],7
Q222-0,she,116680,116683,[7],7
Q222-0,the Baroness,116735,116747,[6],6
Q222-0,she,116786,116789,[7],7
Q224-0,you,116832,116835,[4],4
Q224-0,she,116841,116844,[7],7
Q224-0,Mlle. Blanche,117123,117136,[7],7
Q224-0,her,117196,117199,[7],7
Q224-0,she,117288,117291,[7],7
Q224-0,her,117359,117362,[7],7
Q224-0,Mlle. Zelma,117475,117486,[7],7
Q224-0,she,117503,117506,[7],7
Q224-0,She,117567,117570,[7],7
Q224-0,her,117625,117628,[7],7
Q224-0,her,117640,117643,[7],7
Q224-0,you,117704,117707,[4],4
Q224-0,Mlle. Zelma,117779,117790,[7],7
Q224-0,her,117799,117802,[7],7
Q224-0,her,117836,117839,[7],7
Q224-0,her,117850,117853,[7],7
Q224-0,him,117893,117896,[16],16
Q224-0,she,117974,117977,[7],7
Q224-0,Mlle. Zelma,118054,118065,[7],7
Q224-0,her,118096,118099,[7],7
Q224-0,her,118147,118150,[7],7
Q224-0,she,118164,118167,[7],7
Q224-0,she,118200,118203,[7],7
Q224-0,her,118211,118214,[7],7
Q224-0,you,118399,118402,[4],4
Q226-0,Mlle. Zelma,118724,118735,[7],7
Q226-0,her,118780,118783,[7],7
Q226-0,Mlle. Zelma ,119031,119043,[7],7
Q226-0,her,119117,119120,[7],7
Q226-0,she,119148,119151,[7],7
Q226-0,her,119175,119178,[7],7
Q226-0,her,119226,119229,[7],7
Q226-0,she,119246,119249,[7],7
Q226-0,her,119273,119276,[7],7
Q226-0,her,119298,119301,[7],7
Q226-0,her,119349,119352,[7],7
Q226-0,his,119380,119383,[14],14
Q226-0,Mlle.,119403,119408,[7],7
Q226-0,him,119444,119447,[14],14
Q226-0,her,119453,119456,[7],7
Q226-0,him,119485,119488,[14],14
Q226-0,her,119502,119505,[7],7
Q226-0,the Baroness,119572,119584,[6],6
Q226-0,Mlle.,119616,119621,[7],7
Q226-0,you,119653,119656,[4],4
Q226-0,Mlle. Zelma,119823,119834,[7],7
Q226-0,his,119838,119841,[14],14
Q226-0,you,119888,119891,[4],4
Q226-0,Mlle.,119893,119898,[7],7
Q226-0,she,119957,119960,[7],7
Q226-0,she,120034,120037,[7],7
Q226-0,she,120075,120078,[7],7
Q226-0,she,120145,120148,[7],7
Q226-0,the unfortunate General,120242,120265,[16],16
Q226-0,her,120280,120283,[7],7
Q226-0,De Griers,120316,120325,[8],8
Q226-0,the latter,120346,120356,[8],8
Q226-0,her,120393,120396,[7],7
Q226-0,you,120411,120414,[4],4
Q226-0,Mlle.,120487,120492,[7],7
Q226-0,the Baron,120538,120547,[14],14
Q226-0,the Baroness,120552,120564,[6],6
Q226-0,her,120607,120610,[7],7
Q226-0,You,120658,120661,[4],4
Q226-0,yours,120729,120734,[4],4
Q226-0,she,120790,120793,[7],7
Q226-0,the General,120828,120839,[16],16
Q226-0,Mlle. Polina,120848,120860,[12],12
Q226-0,you,120871,120874,[4],4
Q227-1,Mr. Astley,121044,121054,[10],10
Q227-1,you,121064,121067,[10],10
Q227-1,this Mlle. Blanche,121132,121150,[7],7
Q227-1,you,121155,121158,[10],10
Q227-1,the General,121189,121200,[16],16
Q227-1,Mlle. Polina,121220,121232,[12],12
Q227-2,you,121330,121333,[10],10
Q228-0,you,121379,121382,[4],4
Q228-1,you,121426,121429,[4],4
Q228-1,you,121486,121489,[4],4
Q228-1,the General,121509,121520,[16],16
Q228-1,Mlle. Blanche,121538,121551,[7],7
Q228-1,the unhappy man,121572,121587,[16],16
Q228-1,her,121611,121614,[7],7
Q228-1,Mlle. Polina,121619,121631,[12],12
Q228-1,this Frenchwoman,121654,121670,[7],7
Q228-1,De Griers,121704,121713,[8],8
Q228-1,the General,121721,121732,[16],16
