qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q9-0,"Leave the hat,","[5604, 5618]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,9,major,TheInvisibleMan,17,17,1,1,24,5604,5618
Q10-0,"I didn t know, sir,","[5794, 5813]",Mrs. Hall,['The Invisible Man'],Anaphoric,she began,['sir'],"[[5809, 5812]]",[['The Invisible Man']],X,10,major,TheInvisibleMan,18,18,1,1,15,5794,5813
Q10-1,that ,"[5827, 5832]",Mrs. Hall,['The Invisible Man'],Anaphoric,she began,[],[],[],X,10,major,TheInvisibleMan,18,18,1,1,15,5827,5832
Q11-0,"Thank you,","[5865, 5875]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,['you'],"[[5871, 5874]]",[['Mrs. Hall']],X,11,major,TheInvisibleMan,19,19,1,1,24,5865,5875
Q12-0,"I ll have them nicely dried, sir, at once,","[5947, 5989]",Mrs. Hall,['The Invisible Man'],Anaphoric,she said,['sir'],"[[5976, 5979]]",[['The Invisible Man']],X,12,major,TheInvisibleMan,20,20,1,1,15,5947,5989
Q13-0,"I _never_,","[6300, 6310]",Mrs. Hall,[],Anaphoric,she whispered,[],[],[],X,13,major,TheInvisibleMan,20,20,1,1,15,6300,6310
Q13-1,There!,"[6328, 6334]",Mrs. Hall,[],Anaphoric,she whispered,[],[],[],X,13,major,TheInvisibleMan,20,20,1,1,15,6328,6334
Q14-0,"The poor soul s had an accident or an op ration or somethin ,","[6961, 7022]",Mrs. Hall,[],Explicit,said Mrs Hall,['The poor soul'],"[[6961, 6974]]",[['The Invisible Man']],X,14,major,TheInvisibleMan,22,22,1,1,15,6961,7022
Q14-1,"What a turn them bandages did give me, to be sure!","[7041, 7091]",Mrs. Hall,[],Explicit,said Mrs Hall,[],[],[],X,14,major,TheInvisibleMan,22,22,1,1,15,7041,7091
Q15-0,"And they goggles! Why, he looked more like a divin  helmet than a human man!","[7195, 7271]",Mrs. Hall,[],Implicit,,['he'],"[[7218, 7220]]",[['The Invisible Man']],X,15,major,TheInvisibleMan,23,23,1,1,15,7195,7271
Q16-0,And holding that handkerchief over his mouth all the time. Talkin  through it! ... Perhaps his mouth was hurt too maybe.,"[7321, 7441]",Mrs. Hall,[],Implicit,,"['his', 'his']","[[7356, 7359], [7412, 7415]]","[['The Invisible Man'], ['The Invisible Man']]",X,16,major,TheInvisibleMan,23,23,1,1,15,7321,7441
Q17-0,Bless my soul alive!,"[7494, 7514]",Mrs. Hall,[],Anaphoric,she said,[],[],[],X,17,major,TheInvisibleMan,24,24,1,1,15,7494,7514
Q17-1,"ain t you done them taters _yet_, Millie?","[7551, 7592]",Mrs. Hall,[],Anaphoric,she said,[],[],[],X,17,major,TheInvisibleMan,24,24,1,1,15,7551,7592
Q18-0,"I have some luggage,","[8326, 8346]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,18,major,TheInvisibleMan,26,26,1,1,24,8326,8346
Q18-1,"at Bramblehurst station,","[8358, 8382]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,18,major,TheInvisibleMan,26,26,1,1,24,8358,8382
Q18-2,To-morrow?,"[8509, 8519]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,18,major,TheInvisibleMan,26,26,1,1,24,8509,8519
Q18-3,There is no speedier delivery?,"[8531, 8561]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,18,major,TheInvisibleMan,26,26,1,1,24,8531,8561
Q19-0,No.,"[8613, 8616]",Mrs. Hall,['The Invisible Man'],Anaphoric,she answered,[],[],[],X,19,major,TheInvisibleMan,26,26,1,1,15,8613,8616
Q20-0,"It s a steep road by the down, sir,","[8757, 8792]",Mrs. Hall,['The Invisible Man'],Anaphoric,she said said,['sir'],"[[8788, 8791]]",[['The Invisible Man']],X,20,major,TheInvisibleMan,27,27,1,1,15,8757,8792
Q21-0,"It was there a carriage was upsettled, a year ago and more. A gentleman killed, besides his coachman. Accidents, sir, happen in a moment, don t they?","[8885, 9034]",Mrs. Hall,['The Invisible Man'],Anaphoric,she said in answer to the question about a trap and then snatching at an opening said,['sir'],"[[8998, 9001]]",[['The Invisible Man']],X,21,major,TheInvisibleMan,27,27,1,1,15,8885,9034
Q22-0,"They do,","[9085, 9093]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,22,major,TheInvisibleMan,28,28,1,1,24,9085,9093
Q23-0,"But they take long enough to get well, don t they? ... There was my sister s son, Tom, jest cut his arm with a scythe, tumbled on it in the  ayfield, and, bless me! he was three months tied up sir. You d hardly believe it. It s regular given me a dread of a scythe, sir.","[9179, 9449]",Mrs. Hall,['The Invisible Man'],Implicit,,"['sir', 'You', 'sir']","[[9372, 9375], [9377, 9380], [9445, 9448]]","[['The Invisible Man'], ['The Invisible Man'], ['The Invisible Man']]",X,23,major,TheInvisibleMan,29,29,1,1,15,9179,9449
Q24-0,"I can quite understand that,","[9453, 9481]",The Invisible Man,['Mrs. Hall'],Anaphoric,said the visitor,[],[],[],X,24,major,TheInvisibleMan,30,30,1,1,24,9453,9481
Q25-0,"He was afraid, one time, that he d have to have an op ration he was that bad, sir.","[9503, 9585]",Mrs. Hall,['The Invisible Man'],Implicit,,['sir'],"[[9581, 9584]]",[['The Invisible Man']],X,25,major,TheInvisibleMan,31,31,1,1,15,9503,9585
Q26-0,_Was_ he?,"[9683, 9692]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,26,major,TheInvisibleMan,32,32,1,1,24,9683,9692
Q27-0,"He was, sir. And no laughing matter to them as had the doing for him, as I had my sister being took up with her little ones so much. There was bandages to do, sir, and bandages to undo. So that if I may make so bold as to say it, sir ","[9705, 9939]",Mrs. Hall,['The Invisible Man'],Implicit,,"['sir', 'sir', 'sir']","[[9713, 9716], [9864, 9867], [9935, 9938]]","[['The Invisible Man'], ['The Invisible Man'], ['The Invisible Man']]",X,27,major,TheInvisibleMan,33,33,1,1,15,9705,9939
Q28-0,Will you get me some matches?,"[9943, 9972]",The Invisible Man,['Mrs. Hall'],Anaphoric,said the visitor,['you'],"[[9948, 9951]]",[['Mrs. Hall']],X,28,major,TheInvisibleMan,34,34,1,1,24,9943,9972
Q28-1,My pipe is out.,"[10009, 10024]",The Invisible Man,['Mrs. Hall'],Anaphoric,said the visitor,[],[],[],X,28,major,TheInvisibleMan,34,34,1,1,24,10009,10024
Q29-0,"Thanks,","[10222, 10229]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,29,major,TheInvisibleMan,36,36,1,1,24,10222,10229
Q30-0,"My sakes! Mrs. Hall,","[11312, 11332]",Mr. Teddy Henfrey,['Mrs. Hall'],Anaphoric,said he,['Mrs. Hall'],"[[11322, 11331]]",[['Mrs. Hall']],X,30,minor,TheInvisibleMan,40,40,2,2,17,11312,11332
Q30-1,but this is terrible weather for thin boots!,"[11344, 11388]",Mr. Teddy Henfrey,['Mrs. Hall'],Anaphoric,said he,[],[],[],X,30,minor,TheInvisibleMan,40,40,2,2,17,11344,11388
Q31-0,"Now you re here, Mr. Teddy,","[11489, 11516]",Mrs. Hall,['Mr. Teddy Henfrey'],Anaphoric,said she,"['you', 'Mr. Teddy']","[[11493, 11496], [11506, 11515]]","[['Mr. Teddy Henfrey'], ['Mr. Teddy Henfrey']]",X,31,major,TheInvisibleMan,41,41,2,2,15,11489,11516
Q31-1,"I d be glad if you d give th  old clock in the parlour a bit of a look.  Tis going, and it strikes well and hearty; but the hour-hand won t do nuthin  but point at six.","[11529, 11697]",Mrs. Hall,['Mr. Teddy Henfrey'],Anaphoric,said she,['you'],"[[11544, 11547]]",[['Mr. Teddy Henfrey']],X,31,major,TheInvisibleMan,41,41,2,2,15,11529,11697
Q32-0,"Would you mind, sir, this man a-coming to look at the clock, sir?","[12866, 12931]",Mrs. Hall,['The Invisible Man'],Anaphoric,she said,"['you', 'sir', 'this man', 'sir']","[[12872, 12875], [12882, 12885], [12887, 12895], [12927, 12930]]","[['The Invisible Man'], ['The Invisible Man'], ['Mr. Teddy Henfrey'], ['The Invisible Man']]",X,32,major,TheInvisibleMan,44,44,2,2,15,12866,12931
Q33-0,Look at the clock?,"[12982, 13000]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,33,major,TheInvisibleMan,45,45,2,2,24,12982,13000
Q33-1,certainly.,"[13110, 13120]",The Invisible Man,['Mrs. Hall'],Anaphoric,he said,[],[],[],X,33,major,TheInvisibleMan,45,45,2,2,24,13110,13120
Q34-0,taken aback.,"[13305, 13317]",Mr. Teddy Henfrey,[],Anaphoric,he says,[],[],[],X,34,minor,TheInvisibleMan,46,46,2,2,17,13305,13317
Q35-0,"Good afternoon,","[13321, 13336]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Explicit,said the stranger,[],[],[],X,35,major,TheInvisibleMan,47,47,2,2,24,13321,13336
Q36-0,like a lobster.,"[13435, 13450]",Mr. Teddy Henfrey,[],Explicit,Mr Henfrey says,[],[],[],X,36,minor,TheInvisibleMan,47,47,2,2,17,13435,13450
Q37-0,"I hope,","[13454, 13461]",Mr. Teddy Henfrey,"['Mrs. Hall', 'The Invisible Man']",Explicit,said Mr Henfrey,[],[],[],X,37,minor,TheInvisibleMan,48,48,2,2,17,13454,13461
Q37-1,that it s no intrusion.,"[13482, 13505]",Mr. Teddy Henfrey,"['Mrs. Hall', 'The Invisible Man']",Explicit,said Mr Henfrey,[],[],[],X,37,minor,TheInvisibleMan,48,48,2,2,17,13482,13505
Q38-0,"None whatever,","[13509, 13523]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Explicit,said the stranger,[],[],[],X,38,major,TheInvisibleMan,49,49,2,2,24,13509,13523
Q39-0,"Though, I understand,","[13545, 13566]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he said,[],[],[],X,39,major,TheInvisibleMan,49,49,2,2,24,13545,13566
Q39-1,that this room is really to be mine for my own private use.,"[13599, 13658]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he said,[],[],[],X,39,major,TheInvisibleMan,49,49,2,2,24,13599,13658
Q40-0,"I thought, sir,","[13662, 13677]",Mrs. Hall,"['Mr. Teddy Henfrey', 'The Invisible Man']",Explicit,said Mrs Hall,['sir'],"[[13673, 13676]]",[['The Invisible Man']],X,40,major,TheInvisibleMan,50,50,2,2,15,13662,13677
Q40-1,you d prefer the clock ,"[13696, 13719]",Mrs. Hall,"['Mr. Teddy Henfrey', 'The Invisible Man']",Explicit,said Mrs Hall,['you'],"[[13696, 13699]]",[['The Invisible Man']],X,40,major,TheInvisibleMan,50,50,2,2,15,13696,13719
Q41-0,"Certainly,","[13723, 13733]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Explicit,said the stranger,[],[],[],X,41,major,TheInvisibleMan,51,51,2,2,24,13723,13733
Q41-1,"certainly but, as a rule, I like to be alone and undisturbed.","[13755, 13816]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Explicit,said the stranger,[],[],[],X,41,major,TheInvisibleMan,51,51,2,2,24,13755,13816
Q42-0,"But I m really glad to have the clock seen to,","[13820, 13866]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he said,[],[],[],X,42,major,TheInvisibleMan,52,52,2,2,24,13820,13866
Q42-1,Very glad.,"[13931, 13941]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he said,[],[],[],X,42,major,TheInvisibleMan,52,52,2,2,24,13931,13941
Q42-2,"And presently,","[14125, 14139]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he said,[],[],[],X,42,major,TheInvisibleMan,52,52,2,2,24,14125,14139
Q42-3,"when the clock-mending is over, I think I should like to have some tea. But not till the clock-mending is over.","[14151, 14262]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he said,[],[],[],X,42,major,TheInvisibleMan,52,52,2,2,24,14151,14262
Q42-4,You are certain that is the earliest?,"[14623, 14660]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he said,['You'],"[[14623, 14626]]",[['Mrs. Hall']],X,42,major,TheInvisibleMan,53,53,2,2,24,14623,14660
Q43-0,"I should explain,","[14715, 14732]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he added,[],[],[],X,43,major,TheInvisibleMan,55,55,2,2,24,14715,14732
Q43-1,"what I was really too cold and fatigued to do before, that I am an experimental investigator.","[14745, 14838]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he added,[],[],[],X,43,major,TheInvisibleMan,55,55,2,2,24,14745,14838
Q44-0,"Indeed, sir,","[14842, 14854]",Mrs. Hall,"['Mr. Teddy Henfrey', 'The Invisible Man']",Explicit,said Mrs Hall,[],[],[],X,44,major,TheInvisibleMan,56,56,2,2,15,14842,14854
Q45-0,And my baggage contains apparatus and appliances.,"[14890, 14939]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Implicit,,[],[],[],X,45,major,TheInvisibleMan,57,57,2,2,24,14890,14939
Q46-0,"Very useful things indeed they are, sir,","[14943, 14983]",Mrs. Hall,"['Mr. Teddy Henfrey', 'The Invisible Man']",Explicit,said Mrs Hall,[],[],[],X,46,major,TheInvisibleMan,58,58,2,2,15,14943,14983
Q47-0,And I m very naturally anxious to get on with my inquiries.,"[15003, 15062]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Implicit,,[],[],[],X,47,major,TheInvisibleMan,59,59,2,2,24,15003,15062
Q48-0,"Of course, sir.","[15066, 15081]",Mrs. Hall,"['Mr. Teddy Henfrey', 'The Invisible Man']",Implicit,,[],[],[],X,48,major,TheInvisibleMan,60,60,2,2,15,15066,15081
Q49-0,"My reason for coming to Iping,","[15085, 15115]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he proceeded,[],[],[],X,49,major,TheInvisibleMan,61,61,2,2,24,15085,15115
Q49-1,"was ... a desire for solitude. I do not wish to be disturbed in my work. In addition to my work, an accident ","[15171, 15280]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Anaphoric,he proceeded,[],[],[],X,49,major,TheInvisibleMan,61,61,2,2,24,15171,15280
Q50-0,"I thought as much,","[15284, 15302]",Mrs. Hall,['Mrs. Hall'],Explicit,said Mrs Hall to herself,[],[],[],X,50,major,TheInvisibleMan,62,62,2,2,15,15284,15302
Q51-0," necessitates a certain retirement. My eyes are sometimes so weak and painful that I have to shut myself up in the dark for hours together. Lock myself up. Sometimes now and then. Not at present, certainly. At such times the slightest disturbance, the entry of a stranger into the room, is a source of excruciating annoyance to me it is well these things should be understood.","[15333, 15709]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Implicit,,[],[],[],X,51,major,TheInvisibleMan,63,63,2,2,24,15333,15709
Q52-0,"Certainly, sir,","[15713, 15728]",Mrs. Hall,"['Mr. Teddy Henfrey', 'The Invisible Man']",Explicit,said Mrs Hall,['sir'],"[[15724, 15727]]",[['The Invisible Man']],X,52,major,TheInvisibleMan,64,64,2,2,15,15713,15728
Q52-1,And if I might make so bold as to ask ,"[15747, 15785]",Mrs. Hall,"['Mr. Teddy Henfrey', 'The Invisible Man']",Explicit,said Mrs Hall,[],[],[],X,52,major,TheInvisibleMan,64,64,2,2,15,15747,15785
Q53-0,"That I think, is all,","[15789, 15810]",The Invisible Man,"['Mr. Teddy Henfrey', 'Mrs. Hall']",Explicit,said the stranger,[],[],[],X,53,major,TheInvisibleMan,65,65,2,2,24,15789,15810
Q54-0,The weather ,"[17291, 17303]",Mr. Teddy Henfrey,['The Invisible Man'],Anaphoric,he began,[],[],[],X,54,minor,TheInvisibleMan,67,67,2,2,17,17291,17303
Q55-0,Why don t you finish and go?,"[17317, 17345]",The Invisible Man,['Mr. Teddy Henfrey'],Anaphoric,said the rigid figure,[],[],[],X,55,major,TheInvisibleMan,68,68,2,2,24,17317,17345
Q55-1,All you ve got to do is to fix the hour-hand on its axle. You re simply humbugging ,"[17422, 17505]",The Invisible Man,['Mr. Teddy Henfrey'],Anaphoric,said the rigid figure,[],[],[],X,55,major,TheInvisibleMan,68,68,2,2,24,17422,17505
Q56-0,"Certainly, sir one minute more. I overlooked ","[17509, 17554]",Mr. Teddy Henfrey,['The Invisible Man'],Implicit,,['sir'],"[[17520, 17523]]",[['Hall']],X,56,minor,TheInvisibleMan,69,69,2,2,17,17509,17554
Q57-0,Damn it!,"[17634, 17642]",Mr. Teddy Henfrey,['Mr. Teddy Henfrey'],Explicit,said Mr Henfrey to himself,[],[],[],X,57,minor,TheInvisibleMan,70,70,2,2,17,17634,17642
Q57-1,"a man must do a clock at times, surely.","[17726, 17765]",Mr. Teddy Henfrey,['Mr. Teddy Henfrey'],Explicit,said Mr Henfrey to himself,[],[],[],X,57,minor,TheInvisibleMan,70,70,2,2,17,17726,17765
Q58-0,Can t a man look at you? Ugly!,"[17780, 17810]",Mr. Teddy Henfrey,[],Implicit,,['you'],"[[17800, 17803]]",[['The Invisible Man']],X,58,minor,TheInvisibleMan,71,71,2,2,17,17780,17810
Q59-0,Seemingly not. If the police was wanting you you couldn t be more wropped and bandaged.,"[17829, 17916]",Mr. Teddy Henfrey,[],Implicit,,"['you', 'you']","[[17870, 17873], [17874, 17877]]","[['The Invisible Man'], ['The Invisible Man']]",X,59,minor,TheInvisibleMan,72,72,2,2,17,17829,17916
Q60-0," Ow do, Teddy?","[18263, 18277]",Mr. Hall,['Mr. Teddy Henfrey'],Anaphoric,he said,['Teddy'],"[[18271, 18276]]",[['Mr. Teddy Henfrey']],X,60,minor,TheInvisibleMan,73,73,2,2,7,18263,18277
Q61-0,You got a rum un up home!,"[18299, 18324]",Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Teddy,['You'],"[[18299, 18302]]",[['Mr. Hall']],X,61,minor,TheInvisibleMan,74,74,2,2,17,18299,18324
Q62-0,What s that?,"[18370, 18382]",Mr. Hall,['Mr. Teddy Henfrey'],Anaphoric,he asked,[],[],[],X,62,minor,TheInvisibleMan,75,75,2,2,7,18370,18382
Q63-0,"Rum-looking customer stopping at the  Coach and Horses, ","[18396, 18452]",Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Teddy,['Rum-looking customer'],"[[18396, 18416]]",[['The Invisible Man']],X,63,minor,TheInvisibleMan,76,76,2,2,17,18396,18452
Q63-1,My sakes!,"[18467, 18476]",Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Teddy,[],[],[],X,63,minor,TheInvisibleMan,76,76,2,2,17,18467,18476
Q64-0,"Looks a bit like a disguise, don t it? I d like to see a man s face if I had him stopping in _my_ place,","[18554, 18658]",Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Henfrey,[],[],[],X,64,minor,TheInvisibleMan,77,77,2,2,17,18554,18658
Q64-1,"But women are that trustful where strangers are concerned. He s took your rooms and he ain t even given a name, Hall.","[18675, 18792]",Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Henfrey,"['He', 'your', 'he', 'Hall']","[[18734, 18736], [18744, 18748], [18759, 18761], [18787, 18791]]","[['The Invisible Man'], ['Hall'], ['The Invisible Man'], ['Mr. Hall']]",X,64,minor,TheInvisibleMan,77,77,2,2,17,18675,18792
Q65-0,You don t say so!,"[18796, 18813]",Mr. Hall,['Mr. Teddy Henfrey'],Explicit,said Hall,['You'],"[[18796, 18799]]",[['Mr. Teddy Henfrey']],X,65,minor,TheInvisibleMan,78,78,2,2,7,18796,18813
Q66-0,"Yes,","[18868, 18872]",Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Teddy,[],[],[],X,66,minor,TheInvisibleMan,79,79,2,2,17,18868,18872
Q66-1,"By the week. Whatever he is, you can t get rid of him under the week. And he s got a lot of luggage coming to-morrow, so he says. Let s hope it won t be stones in boxes, Hall.","[18887, 19062]",Mr. Teddy Henfrey,['Mr. Hall'],Explicit,said Teddy,"['he', 'you', 'him', 'he', 'he', 'Hall']","[[18909, 18911], [18916, 18919], [18937, 18940], [18961, 18963], [19008, 19010], [19057, 19061]]","[['The Invisible Man'], ['Mr. Hall'], ['The Invisible Man'], ['The Invisible Man'], ['The Invisible Man'], ['Mr. Hall']]",X,66,minor,TheInvisibleMan,79,79,2,2,17,18887,19062
Q67-0,"Get up, old girl,","[19205, 19222]",Mr. Hall,['Mr. Teddy Henfrey'],Explicit,said Hall,[],[],[],X,67,minor,TheInvisibleMan,80,80,2,2,7,19205,19222
Q67-1,I s pose I must see  bout this.,"[19236, 19267]",Mr. Hall,['Mr. Teddy Henfrey'],Explicit,said Hall,[],[],[],X,67,minor,TheInvisibleMan,80,80,2,2,7,19236,19267
Q68-0,"You wim  don t know everything,","[19668, 19699]",Mr. Hall,['Mrs. Hall'],Explicit,said Mr Hall,[],[],[],X,68,minor,TheInvisibleMan,82,82,2,2,7,19668,19699
Q69-0,"You mind your own business, Hall,","[20274, 20307]",Mrs. Hall,['Mr. Hall'],Explicit,said Mrs Hall,"['You', 'your', 'Hall']","[[20274, 20277], [20283, 20287], [20302, 20306]]","[['Mr. Hall'], ['Mr. Hall'], ['Mr. Hall']]",X,69,major,TheInvisibleMan,83,83,2,2,15,20274,20307
Q69-1,and I ll mind mine.,"[20326, 20345]",Mrs. Hall,['Mr. Hall'],Explicit,said Mrs Hall,[],[],[],X,69,major,TheInvisibleMan,83,83,2,2,15,20326,20345
Q70-0,"Come along with those boxes,","[21714, 21742]",The Invisible Man,"['Fearenside', 'Mr. Hall']",Anaphoric,he said,[],[],[],X,70,major,TheInvisibleMan,86,86,3,3,24,21714,21742
Q70-1,I ve been waiting long enough.,"[21754, 21784]",The Invisible Man,"['Fearenside', 'Mr. Hall']",Anaphoric,he said,[],[],[],X,70,major,TheInvisibleMan,86,86,3,3,24,21754,21784
Q71-0,Whup!,"[22090, 22095]",Mr. Hall,"['Fearenside', 'The Invisible Man']",Explicit,cried Hall,[],[],[],X,71,minor,TheInvisibleMan,88,88,3,3,7,22090,22095
Q72-0,Lie down!,"[22177, 22186]",Fearenside,"['The Invisible Man', 'Mr. Hall']",Explicit,Fearenside howled,[],[],[],X,72,minor,TheInvisibleMan,88,88,3,3,6,22177,22186
Q73-0,"You brute, you!","[22855, 22870]",Fearenside,['Mr. Hall'],Explicit,said Fearenside,[],[],[],X,73,minor,TheInvisibleMan,90,90,3,3,6,22855,22870
Q73-1,"Come here,","[22986, 22996]",Fearenside,['Mr. Hall'],Explicit,said Fearenside,[],[],[],X,73,minor,TheInvisibleMan,90,90,3,3,6,22986,22996
Q73-2,You d better.,"[23015, 23028]",Fearenside,['Mr. Hall'],Explicit,said Fearenside,[],[],[],X,73,minor,TheInvisibleMan,90,90,3,3,6,23015,23028
Q74-0,"He wuz bit,","[23055, 23066]",Mr. Hall,['Fearenside'],Explicit,said Hall,['He'],"[[23055, 23057]]",[['The Invisible Man']],X,74,minor,TheInvisibleMan,91,91,3,3,7,23055,23066
Q74-1,"I d better go and see to en,","[23080, 23108]",Mr. Hall,['Fearenside'],Explicit,said Hall,['en'],"[[23105, 23107]]",[['The Invisible Man']],X,74,minor,TheInvisibleMan,91,91,3,3,7,23080,23108
Q75-0,"Carrier s darg,","[23179, 23194]",Mr. Hall,['Mrs. Hall'],Anaphoric,he said,['Carrier'],"[[23179, 23186]]",[['Fearenside']],X,75,minor,TheInvisibleMan,91,91,3,3,7,23179,23194
Q75-1,bit en.,"[23205, 23212]",Mr. Hall,['Mrs. Hall'],Anaphoric,he said,['en'],"[[23209, 23211]]",[['The Invisible Man']],X,75,minor,TheInvisibleMan,91,91,3,3,7,23205,23212
Q76-0,"He don t want no help, he says,","[24677, 24708]",Mr. Hall,"['A Lady In The Group', 'Mrs. Hall', 'Huxter', 'Fearenside', 'Mr. Sandy Wadgers']",Anaphoric,he said,"['He', 'he']","[[24677, 24679], [24700, 24702]]","[['The Invisible Man'], ['The Invisible Man']]",X,76,minor,TheInvisibleMan,96,96,3,3,7,24677,24708
