qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q9-0,It must be a difficult situation for you all.,"[4542, 4587]",Mr. Hastings,['John Cavendish'],Implicit,,['you all'],"[[4579, 4586]]","[['Evelyn Howard', 'John Cavendish', 'Mary Cavendish', 'Miss Murdoch']]",X,9,major,TheMysteriousAffairAtStyles,23,23,1,1,16,4542,4587
Q10-0,Difficult! It's damnable!,"[4591, 4616]",John Cavendish,['Mr. Hastings'],Implicit,,[],[],[],X,10,major,TheMysteriousAffairAtStyles,24,24,1,1,12,4591,4616
Q11-0,"Got a drop or two of petrol still, you see,","[4910, 4953]",John Cavendish,['Mr. Hastings'],Anaphoric,he remarked,['you'],"[[4945, 4948]]",[['Mr. Hastings']],X,11,major,TheMysteriousAffairAtStyles,26,26,1,1,12,4910,4953
Q11-1,Mainly owing to the mater's activities.,"[4969, 5008]",John Cavendish,['Mr. Hastings'],Anaphoric,he remarked,['the mater'],"[[4985, 4994]]",[['Mrs. Inglethorp']],X,11,major,TheMysteriousAffairAtStyles,26,26,1,1,12,4969,5008
Q12-0,"I'm afraid you'll find it very quiet down here, Hastings.","[5498, 5555]",John Cavendish,['Mr. Hastings'],Explicit,John said,"['you', 'Hastings']","[[5509, 5512], [5546, 5554]]","[['Mr. Hastings'], ['Mr. Hastings']]",X,12,major,TheMysteriousAffairAtStyles,28,28,1,1,12,5498,5555
Q13-0,"My dear fellow, that's just what I want.","[5559, 5599]",Mr. Hastings,['John Cavendish'],Implicit,,['My dear fellow'],"[[5559, 5573]]",[['John Cavendish']],X,13,major,TheMysteriousAffairAtStyles,29,29,1,1,16,5559,5599
Q14-0,"Oh, it's pleasant enough if you want to lead the idle life. I drill with the volunteers twice a week, and lend a hand at the farms. My wife works regularly    on the land'. She is up at five every morning to milk, and keeps at it steadily until lunchtime. It's a jolly good life taking it all round   if it weren't for that fellow Alfred Inglethorp!","[5603, 5952]",John Cavendish,['Mr. Hastings'],Implicit,,"['you', 'My wife', 'She', 'that fellow Alfred Inglethorp']","[[5631, 5634], [5735, 5742], [5776, 5779], [5922, 5951]]","[['Mr. Hastings'], ['Mary Cavendish'], ['Mary Cavendish'], ['Alfred Inglethorp']]",X,14,major,TheMysteriousAffairAtStyles,30,30,1,1,12,5603,5952
Q15-0,"I wonder if we've time to pick up Cynthia. No, she'll have started from the hospital by now.","[6010, 6102]",John Cavendish,['Mr. Hastings'],Implicit,,"['we', 'Cynthia', 'she']","[[6022, 6024], [6044, 6051], [6057, 6060]]","[['John Cavendish', 'Mr. Hastings'], ['Miss Murdoch'], ['Miss Murdoch']]",X,15,major,TheMysteriousAffairAtStyles,30,30,1,1,12,6010,6102
Q16-0,Cynthia! That's not your wife?,"[6106, 6136]",Mr. Hastings,['John Cavendish'],Implicit,,['Cynthia'],"[[6106, 6113]]",[['Miss Murdoch']],X,16,major,TheMysteriousAffairAtStyles,31,31,1,1,16,6106,6136
Q17-0,"No, Cynthia is a prot  g  e of my mother's, the daughter of an old schoolfellow of hers, who married a rascally solicitor. He came a cropper, and the girl was left an orphan and penniless. My mother came to the rescue, and Cynthia has been with us nearly two years now. She works in the Red Cross Hospital at Tadminster, seven miles away.","[6140, 6478]",John Cavendish,['Mr. Hastings'],Implicit,,"['Cynthia', ""a prot  g  e of my mother's, the daughter of an old schoolfellow of hers"", 'the girl', 'My mother', 'Cynthia', 'us', 'She']","[[6144, 6151], [6155, 6227], [6286, 6294], [6329, 6338], [6363, 6370], [6385, 6387], [6410, 6413]]","[['Miss Murdoch'], ['Miss Murdoch'], ['Miss Murdoch'], ['Mrs. Inglethorp'], ['Miss Murdoch'], ['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish'], ['Miss Murdoch']]",X,17,major,TheMysteriousAffairAtStyles,32,32,1,1,12,6140,6478
Q18-0,"Hullo, Evie, here's our wounded hero! Mr. Hastings   Miss Howard.","[6658, 6723]",John Cavendish,"['Evelyn Howard', 'Mr. Hastings']",Implicit,,"['Evie', 'our wounded hero', 'Mr. Hastings', 'Miss Howard']","[[6665, 6669], [6678, 6694], [6696, 6708], [6711, 6722]]","[['Evelyn Howard'], ['Mr. Hastings'], ['Mr. Hastings'], ['Evelyn Howard']]",X,18,major,TheMysteriousAffairAtStyles,34,34,1,1,12,6658,6723
Q19-0,Weeds grow like house afire. Can't keep even with 'em. Shall press you in. Better be careful.,"[7122, 7215]",Evelyn Howard,"['John Cavendish', 'Mr. Hastings']",Implicit,,['you'],"[[7189, 7192]]",[['Mr. Hastings']],X,19,minor,TheMysteriousAffairAtStyles,36,36,1,1,7,7122,7215
Q20-0,"I'm sure I shall be only too delighted to make myself useful,","[7219, 7280]",Mr. Hastings,"['John Cavendish', 'Evelyn Howard']",Anaphoric,I responded,[],[],[],X,20,major,TheMysteriousAffairAtStyles,37,37,1,1,16,7219,7280
Q21-0,Don't say it. Never does. Wish you hadn't later.,"[7297, 7345]",Evelyn Howard,"['John Cavendish', 'Mr. Hastings']",Implicit,,['you'],"[[7328, 7331]]",[['Mr. Hastings']],X,21,minor,TheMysteriousAffairAtStyles,38,38,1,1,7,7297,7345
Q22-0,"You're a cynic, Evie,","[7349, 7370]",John Cavendish,"['Evelyn Howard', 'Mr. Hastings']",Explicit,said John,"['You', 'Evie']","[[7349, 7352], [7365, 7369]]","[['Evelyn Howard'], ['Evelyn Howard']]",X,22,major,TheMysteriousAffairAtStyles,39,39,1,1,12,7349,7370
Q22-1,Where's tea to-day   inside or out?,"[7394, 7429]",John Cavendish,"['Evelyn Howard', 'Mr. Hastings']",Explicit,said John,[],[],[],X,22,major,TheMysteriousAffairAtStyles,39,39,1,1,12,7394,7429
Q23-0,Out. Too fine a day to be cooped up in the house.,"[7433, 7482]",Evelyn Howard,"['John Cavendish', 'Mr. Hastings']",Implicit,,[],[],[],X,23,minor,TheMysteriousAffairAtStyles,40,40,1,1,7,7433,7482
Q24-0,"Come on then, you've done enough gardening for to-day.","[7486, 7540]",John Cavendish,"['Evelyn Howard', 'Mr. Hastings']",Implicit,,['you'],"[[7500, 7503]]",[['Evelyn Howard']],X,24,major,TheMysteriousAffairAtStyles,41,41,1,1,12,7486,7540
Q25-0,you know. Come and be refreshed.,"[7581, 7613]",John Cavendish,"['Evelyn Howard', 'Mr. Hastings']",Implicit,,['you'],"[[7581, 7584]]",[['Evelyn Howard']],X,25,major,TheMysteriousAffairAtStyles,41,41,1,1,12,7581,7613
Q26-0,"Well,","[7617, 7622]",Evelyn Howard,"['John Cavendish', 'Mr. Hastings']",Explicit,said Miss Howard,[],[],[],X,26,minor,TheMysteriousAffairAtStyles,42,42,1,1,7,7617,7622
Q26-1,I'm inclined to agree with you.,"[7677, 7708]",Evelyn Howard,"['John Cavendish', 'Mr. Hastings']",Explicit,said Miss Howard,['you'],"[[7704, 7707]]",[['John Cavendish']],X,26,minor,TheMysteriousAffairAtStyles,42,42,1,1,7,7677,7708
Q27-0,"My wife, Hastings,","[7885, 7903]",John Cavendish,"['Mary Cavendish', 'Evelyn Howard', 'Mr. Hastings']",Explicit,said John,"['My wife', 'Hastings']","[[7885, 7892], [7894, 7902]]","[['Mary Cavendish'], ['Mr. Hastings']]",X,27,major,TheMysteriousAffairAtStyles,45,45,1,1,12,7885,7903
Q28-0,"Then you'll write to the Princess after tea, Alfred? I'll write to Lady Tadminster for the second day, myself. Or shall we wait until we hear from the Princess? In case of a refusal, Lady Tadminster might open it the first day, and Mrs. Crosbie the second. Then there's the Duchess   about the school f  te.","[9118, 9425]",Mrs. Inglethorp,['Alfred Inglethorp'],Anaphoric,a well remembered voice floated,"['you', 'Alfred', 'we', 'we']","[[9123, 9126], [9163, 9169], [9238, 9240], [9252, 9254]]","[['Alfred Inglethorp'], ['Alfred Inglethorp'], ['Mrs. Inglethorp', 'Alfred Inglethorp'], ['Mrs. Inglethorp', 'Alfred Inglethorp']]",X,28,minor,TheMysteriousAffairAtStyles,49,49,1,1,21,9118,9425
Q29-0,"Yes, certainly. After tea will do quite well. You are so thoughtful, Alfred dear.","[9511, 9592]",Mrs. Inglethorp,['Alfred Inglethorp'],Explicit,Mrs Inglethorps rose,"['You', 'Alfred dear']","[[9557, 9560], [9580, 9591]]","[['Alfred Inglethorp'], ['Alfred Inglethorp']]",X,29,minor,TheMysteriousAffairAtStyles,51,51,1,1,21,9511,9592
Q30-0,"Why, if it isn't too delightful to see you again, Mr. Hastings, after all these years. Alfred, darling, Mr. Hastings   my husband.","[9862, 9992]",Mrs. Inglethorp,"['Mary Cavendish', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Explicit,Mrs Inglethorp greeted me,"['you', 'Mr. Hastings', 'Alfred', 'darling', 'Mr. Hastings', 'my husband']","[[9901, 9904], [9912, 9924], [9949, 9955], [9957, 9964], [9966, 9978], [9981, 9991]]","[['Mr. Hastings'], ['Mr. Hastings'], ['Alfred Inglethorp'], ['Alfred Inglethorp'], ['Mr. Hastings'], ['Alfred Inglethorp']]",X,30,minor,TheMysteriousAffairAtStyles,54,54,1,1,21,9862,9992
Q31-0,"This is a pleasure, Mr. Hastings.","[10446, 10479]",Alfred Inglethorp,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings']",Anaphoric,He placed a wooden hand in mine and said,['Mr. Hastings'],"[[10466, 10478]]",[['Mr. Hastings']],X,31,minor,TheMysteriousAffairAtStyles,56,56,1,1,10,10446,10479
Q31-1,"Emily dearest, I think that cushion is a little damp.","[10509, 10562]",Alfred Inglethorp,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings']",Anaphoric,He placed a wooden hand in mine and said,['Emily dearest'],"[[10509, 10522]]",[['Mrs. Inglethorp']],X,31,minor,TheMysteriousAffairAtStyles,56,56,1,1,10,10509,10562
Q32-0,"Is soldiering your regular profession, Mr. Hastings?","[11617, 11669]",Alfred Inglethorp,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings']",Anaphoric,her husband addressed me,"['your', 'Mr. Hastings']","[[11631, 11635], [11656, 11668]]","[['Mr. Hastings'], ['Mr. Hastings']]",X,32,minor,TheMysteriousAffairAtStyles,60,60,1,1,10,11617,11669
Q33-0,"No, before the war I was in Lloyd's.","[11673, 11709]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Implicit,,[],[],[],X,33,major,TheMysteriousAffairAtStyles,61,61,1,1,16,11673,11709
Q34-0,And you will return there after it is over?,"[11713, 11756]",Alfred Inglethorp,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings']",Implicit,,['you'],"[[11717, 11720]]",[['Mr. Hastings']],X,34,minor,TheMysteriousAffairAtStyles,62,62,1,1,10,11713,11756
Q35-0,Perhaps. Either that or a fresh start altogether.,"[11760, 11809]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Implicit,,[],[],[],X,35,major,TheMysteriousAffairAtStyles,63,63,1,1,16,11760,11809
Q36-0,"What would you really choose as a profession, if you could just consult your inclination?","[11844, 11933]",Mary Cavendish,"['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,"['you', 'you', 'your']","[[11855, 11858], [11893, 11896], [11916, 11920]]","[['Mr. Hastings'], ['Mr. Hastings'], ['Mr. Hastings']]",X,36,major,TheMysteriousAffairAtStyles,65,65,1,1,14,11844,11933
Q37-0,"Well, that depends.","[11937, 11956]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Implicit,,[],[],[],X,37,major,TheMysteriousAffairAtStyles,66,66,1,1,16,11937,11956
Q38-0,No secret hobby?,"[11960, 11976]",Mary Cavendish,"['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Anaphoric,she asked,[],[],[],X,38,major,TheMysteriousAffairAtStyles,67,67,1,1,14,11960,11976
Q38-1,Tell me   you're drawn to something? Everyone is   usually something absurd.,"[11990, 12066]",Mary Cavendish,"['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Anaphoric,she asked,['you'],"[[12000, 12003]]",[['Mr. Hastings']],X,38,major,TheMysteriousAffairAtStyles,67,67,1,1,14,11990,12066
Q39-0,You'll laugh at me.,"[12070, 12089]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Implicit,,['You'],"[[12070, 12073]]",[['Mary Cavendish']],X,39,major,TheMysteriousAffairAtStyles,68,68,1,1,16,12070,12089
Q40-0,Perhaps.,"[12106, 12114]",Mary Cavendish,"['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,[],[],[],X,40,major,TheMysteriousAffairAtStyles,70,70,1,1,14,12106,12114
Q41-0,"Well, I've always had a secret hankering to be a detective!","[12118, 12177]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Implicit,,[],[],[],X,41,major,TheMysteriousAffairAtStyles,71,71,1,1,16,12118,12177
Q42-0,The real thing   Scotland Yard? Or Sherlock Holmes?,"[12181, 12232]",Mary Cavendish,"['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,[],[],[],X,42,major,TheMysteriousAffairAtStyles,72,72,1,1,14,12181,12232
Q43-0,"Oh, Sherlock Holmes by all means. But really, seriously, I am awfully drawn to it. I came across a man in Belgium once, a very famous detective, and he quite inflamed me. He was a marvellous little fellow. He used to say that all good detective work was a mere matter of method. My system is based on his   though of course I have progressed rather further. He was a funny little man, a great dandy, but wonderfully clever.","[12236, 12659]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Implicit,,"['a man', 'a very famous detective', 'he', 'He', 'a marvellous little fellow', 'He', 'his', 'He', 'a funny little man, a great dandy']","[[12333, 12338], [12356, 12379], [12385, 12387], [12407, 12409], [12414, 12440], [12442, 12444], [12537, 12540], [12594, 12596], [12601, 12634]]","[['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot'], ['Hercule Poirot']]",X,43,major,TheMysteriousAffairAtStyles,73,73,1,1,16,12236,12659
Q44-0,"Like a good detective story myself,","[12663, 12698]",Evelyn Howard,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Mr. Hastings', 'Alfred Inglethorp']",Explicit,remarked Miss Howard,[],[],[],X,44,minor,TheMysteriousAffairAtStyles,74,74,1,1,7,12663,12698
Q44-1,"Lots of nonsense written, though. Criminal discovered in last chapter. Everyone dumbfounded. Real crime   you'd know at once.","[12723, 12848]",Evelyn Howard,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Mr. Hastings', 'Alfred Inglethorp']",Explicit,remarked Miss Howard,[],[],[],X,44,minor,TheMysteriousAffairAtStyles,74,74,1,1,7,12723,12848
Q45-0,"There have been a great number of undiscovered crimes,","[12852, 12906]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Anaphoric,I argued,[],[],[],X,45,major,TheMysteriousAffairAtStyles,75,75,1,1,16,12852,12906
Q46-0,"Don't mean the police, but the people that are right in it. The family. You couldn't really hoodwink them. They'd know.","[12920, 13039]",Evelyn Howard,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,[],[],[],X,46,minor,TheMysteriousAffairAtStyles,76,76,1,1,7,12920,13039
Q47-0,"Then,","[13043, 13048]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Anaphoric,I said,[],[],[],X,47,major,TheMysteriousAffairAtStyles,77,77,1,1,16,13043,13048
Q47-1,"you think that if you were mixed up in a crime, say a murder, you'd be able to spot the murderer right off?","[13072, 13179]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Anaphoric,I said,"['you', 'you', 'you']","[[13072, 13075], [13090, 13093], [13134, 13137]]","[['Evelyn Howard'], ['Evelyn Howard'], ['Evelyn Howard']]",X,47,major,TheMysteriousAffairAtStyles,77,77,1,1,16,13072,13179
Q48-0,Of course I should. Mightn't be able to prove it to a pack of lawyers. But I'm certain I'd know. I'd feel it in my fingertips if he came near me.,"[13183, 13328]",Evelyn Howard,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,[],[],[],X,48,minor,TheMysteriousAffairAtStyles,78,78,1,1,7,13183,13328
Q49-0,"It might be a    she',","[13332, 13354]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Alfred Inglethorp']",Anaphoric,I suggested,[],[],[],X,49,major,TheMysteriousAffairAtStyles,79,79,1,1,16,13332,13354
Q50-0,Might. But murder's a violent crime. Associate it more with a man.,"[13371, 13437]",Evelyn Howard,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,[],[],[],X,50,minor,TheMysteriousAffairAtStyles,80,80,1,1,7,13371,13437
Q51-0,Not in a case of poisoning.,"[13441, 13468]",Mary Cavendish,"['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,[],[],[],X,51,major,TheMysteriousAffairAtStyles,81,81,1,1,14,13441,13468
Q52-0,"Dr. Bauerstein was saying yesterday that, owing to the general ignorance of the more uncommon poisons among the medical profession, there were probably countless cases of poisoning quite unsuspected.","[13513, 13712]",Mary Cavendish,"['Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,['Dr. Bauerstein'],"[[13513, 13527]]",[['Dr. Bauerstein']],X,52,major,TheMysteriousAffairAtStyles,81,81,1,1,14,13513,13712
Q53-0,"Why, Mary, what a gruesome conversation!","[13716, 13756]",Mrs. Inglethorp,"['Mary Cavendish', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Explicit,cried Mrs Inglethorp,['Mary'],"[[13721, 13725]]",[['Mary Cavendish']],X,53,minor,TheMysteriousAffairAtStyles,82,82,1,1,21,13716,13756
Q53-1,"It makes me feel as if a goose were walking over my grave. Oh, there's Cynthia!","[13782, 13861]",Mrs. Inglethorp,"['Mary Cavendish', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Explicit,cried Mrs Inglethorp,['Cynthia'],"[[13853, 13860]]",[['Miss Murdoch']],X,53,minor,TheMysteriousAffairAtStyles,82,82,1,1,21,13782,13861
Q54-0,"Why, Cynthia, you are late to-day. This is Mr. Hastings   Miss Murdoch.","[13926, 13997]",Mrs. Inglethorp,"['Mary Cavendish', 'Alfred Inglethorp', 'John Cavendish', 'Miss Murdoch', 'Evelyn Howard', 'Mr. Hastings']",Implicit,,"['Cynthia', 'you', 'Mr. Hastings', 'Miss Murdoch']","[[13931, 13938], [13940, 13943], [13969, 13981], [13984, 13996]]","[['Miss Murdoch'], ['Miss Murdoch'], ['Mr. Hastings'], ['Miss Murdoch']]",X,54,minor,TheMysteriousAffairAtStyles,84,84,1,1,21,13926,13997
Q55-0,"Sit down here on the grass, do. It's ever so much nicer.","[14421, 14477]",Miss Murdoch,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,[],[],[],X,55,minor,TheMysteriousAffairAtStyles,87,87,1,1,15,14421,14477
Q56-0,"You work at Tadminster, don't you, Miss Murdoch?","[14509, 14557]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'Alfred Inglethorp', 'John Cavendish', 'Miss Murdoch', 'Evelyn Howard']",Implicit,,"['You', 'you', 'Miss Murdoch']","[[14509, 14512], [14539, 14542], [14544, 14556]]","[['Miss Murdoch'], ['Miss Murdoch'], ['Miss Murdoch']]",X,56,major,TheMysteriousAffairAtStyles,89,89,1,1,16,14509,14557
Q57-0,For my sins.,"[14574, 14586]",Miss Murdoch,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Implicit,,[],[],[],X,57,minor,TheMysteriousAffairAtStyles,91,91,1,1,15,14574,14586
Q58-0,"Do they bully you, then?","[14590, 14614]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'Alfred Inglethorp', 'John Cavendish', 'Miss Murdoch', 'Evelyn Howard']",Anaphoric,I asked,['you'],"[[14604, 14607]]",[['Miss Murdoch']],X,58,major,TheMysteriousAffairAtStyles,92,92,1,1,16,14590,14614
Q59-0,I should like to see them!,"[14636, 14662]",Miss Murdoch,"['Mary Cavendish', 'Mrs. Inglethorp', 'John Cavendish', 'Evelyn Howard', 'Mr. Hastings', 'Alfred Inglethorp']",Explicit,cried Cynthia,[],[],[],X,59,minor,TheMysteriousAffairAtStyles,93,93,1,1,15,14636,14662
Q60-0,"I have got a cousin who is nursing,","[14694, 14729]",Mr. Hastings,"['Mary Cavendish', 'Mrs. Inglethorp', 'Alfred Inglethorp', 'John Cavendish', 'Miss Murdoch', 'Evelyn Howard']",Anaphoric,I remarked,[],[],[],X,60,major,TheMysteriousAffairAtStyles,94,94,1,1,16,14694,14729
