qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q9-0,"In spite of a slight tendency to exaggeration, Katharine decidedly hits the mark,","[5076, 5157]",Mr. Fortescue,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Katharine Hilbery', 'Mrs. Hilbery']",Anaphoric,he said,['Katharine'],"[[5123, 5132]]",[['Katharine Hilbery']],X,9,minor,NightAndDay,14,14,1,1,27,5076,5157
Q10-0,"Oh, Mr. Fortescue,","[5858, 5876]",Mrs. Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Katharine Hilbery', 'Mr. Fortescue']",Explicit,exclaimed Mrs Hilbery,['Mr. Fortescue'],"[[5862, 5875]]",[['Mr. Fortescue']],X,10,major,NightAndDay,15,15,1,1,32,5858,5876
Q10-1,"I had just written to say how I envied her! I was thinking of the big gardens and the dear old ladies in mittens, who read nothing but the ","[5919, 6058]",Mrs. Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Katharine Hilbery', 'Mr. Fortescue']",Explicit,exclaimed Mrs Hilbery,[],[],[],X,10,major,NightAndDay,15,15,1,1,32,5919,6058
Q10-2, and snuff the candles. Have they _all_ disappeared? I told her she would find the nice things of London without the horrid streets that depress one so.,"[6070, 6222]",Mrs. Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Katharine Hilbery', 'Mr. Fortescue']",Explicit,exclaimed Mrs Hilbery,[],[],[],X,10,major,NightAndDay,15,15,1,1,32,6070,6222
Q11-0,"There is the University,","[6226, 6250]","A Thin, Elderly Gentleman","['Mr. Hilbery', 'Ralph Denham', 'Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Fortescue']",Anaphoric,said the thin gentleman,[],[],[],X,11,minor,NightAndDay,16,16,1,1,2,6226,6250
Q12-0,"I know there are moors there, because I read about them in a book the other day,","[6353, 6433]",Katharine Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Mrs. Hilbery', 'Mr. Fortescue']",Explicit,said Katharine,[],[],[],X,12,major,NightAndDay,17,17,1,1,19,6353,6433
Q13-0,"I am grieved and amazed at the ignorance of my family,","[6453, 6507]",Mr. Hilbery,"['A Thin, Elderly Gentleman', 'Ralph Denham', 'Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Fortescue']",Explicit,Mr Hilbery remarked,['my family'],"[[6497, 6506]]","[['Katharine Hilbery', 'Mrs. Hilbery']]",X,13,minor,NightAndDay,18,18,1,1,28,6453,6507
Q14-0,"Would it be the Battle of Trafalgar or the Spanish Armada, Katharine?","[8857, 8926]",Mrs. Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Katharine Hilbery', 'Mr. Fortescue']",Anaphoric,her mother demanded,['Katharine'],"[[8916, 8925]]",[['Katharine Hilbery']],X,14,major,NightAndDay,20,20,1,1,32,8857,8926
Q15-0,"Trafalgar, mother.","[8951, 8969]",Katharine Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Mrs. Hilbery', 'Mr. Fortescue']",Implicit,,['mother'],"[[8962, 8968]]",[['Mrs. Hilbery']],X,15,major,NightAndDay,21,21,1,1,19,8951,8969
Q16-0,"Trafalgar, of course! How stupid of me! Another cup of tea, with a thin slice of lemon in it, and then, dear Mr. Fortescue, please explain my absurd little puzzle. One can t help believing gentlemen with Roman noses, even if one meets them in omnibuses.","[8973, 9226]",Mrs. Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Katharine Hilbery', 'Mr. Fortescue']",Implicit,,['Mr. Fortescue'],"[[9082, 9095]]",[['Mr. Fortescue']],X,16,major,NightAndDay,22,22,1,1,32,8973,9226
Q17-0,"D you know, Mr. Denham, you remind me so much of dear Mr. Ruskin.... Is it his tie, Katharine, or his hair, or the way he sits in his chair? Do tell me, Mr. Denham, are you an admirer of Ruskin? Some one, the other day, said to me,  Oh, no, we don t read Ruskin, Mrs. Hilbery.  What _do_ you read, I wonder? for you can t spend all your time going up in aeroplanes and burrowing into the bowels of the earth.","[10612, 11020]",Mrs. Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Katharine Hilbery', 'Mr. Fortescue']",Implicit,,"['you', 'Mr. Denham', 'you', 'his', 'Katharine', 'his', 'he', 'his', 'Mr. Denham', 'you', 'Mrs. Hilbery']","[[10614, 10617], [10624, 10634], [10636, 10639], [10687, 10690], [10696, 10705], [10710, 10713], [10731, 10733], [10742, 10745], [10765, 10775], [10781, 10784], [10875, 10887]]","[['Ralph Denham'], ['Ralph Denham'], ['Ralph Denham'], ['Ralph Denham'], ['Katharine Hilbery'], ['Ralph Denham'], ['Ralph Denham'], ['Ralph Denham'], ['Ralph Denham'], ['Ralph Denham'], ['Mrs. Hilbery']]",X,17,major,NightAndDay,23,23,1,1,32,10612,11020
Q18-0,"I m sure Mr. Denham would like to see our things, Katharine. I m sure he s not like that dreadful young man, Mr. Ponting, who told me that he considered it our duty to live exclusively in the present. After all, what IS the present? Half of it s the past, and the better half, too, I should say,","[11225, 11520]",Mrs. Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Katharine Hilbery', 'Mr. Fortescue']",Explicit,Mrs Hilbery seemed possessed by a brilliant idea and exclaimed,"['Mr. Denham', 'Katharine', 'he']","[[11234, 11244], [11275, 11284], [11295, 11297]]","[['Ralph Denham'], ['Katharine Hilbery'], ['Ralph Denham']]",X,18,major,NightAndDay,25,25,1,1,32,11225,11520
Q19-0,"Perhaps you would like to see the pictures,","[11702, 11745]",Katharine Hilbery,"['Mr. Hilbery', 'A Thin, Elderly Gentleman', 'Ralph Denham', 'Mrs. Hilbery', 'Mr. Fortescue']",Explicit,Katharine rose at the same moment and saying,['you'],"[[11710, 11713]]",[['Ralph Denham']],X,19,major,NightAndDay,26,26,1,1,19,11702,11745
Q20-0,"This is his writing-table. He used this pen,","[13194, 13238]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she said,"['his', 'He']","[[13202, 13205], [13221, 13223]]","[['Richard Alardyce'], ['Richard Alardyce']]",X,20,major,NightAndDay,30,30,1,1,19,13194,13238
Q21-0,"I think my grandfather must have been at least twice as large as any one is nowadays. This,","[13542, 13633]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine picked up remarking,['my grandfather'],"[[13550, 13564]]",[['Alardyce']],X,21,major,NightAndDay,31,31,1,1,19,13542,13633
Q21-1,is the original manuscript of the  Ode to Winter.  The early poems are far less corrected than the later. Would you like to look at it?,"[13694, 13829]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine picked up remarking,['you'],"[[13806, 13809]]",[['Ralph Denham']],X,21,major,NightAndDay,31,31,1,1,19,13694,13829
Q22-0,"This is a copy of the first edition of the poems,","[14346, 14395]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she continued,[],[],[],X,22,major,NightAndDay,33,33,1,1,19,14346,14395
Q22-1,"which contains several poems that have not been reprinted, as well as corrections.","[14498, 14580]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she continued,[],[],[],X,22,major,NightAndDay,33,33,1,1,19,14498,14580
Q23-0,"That lady in blue is my great-grandmother, by Millington. Here is my uncle s walking-stick he was Sir Richard Warburton, you know, and rode with Havelock to the Relief of Lucknow. And then, let me see oh, that s the original Alardyce, 1697, the founder of the family fortunes, with his wife. Some one gave us this bowl the other day because it has their crest and initials. We think it must have been given them to celebrate their silver wedding-day.","[14671, 15121]",Katharine Hilbery,['Ralph Denham'],Anaphoric,She paused for a minute and then went on,"['uncle ', 'he', 'Sir Richard Warburton', 'you', 'us', 'We']","[[14740, 14746], [14762, 14764], [14769, 14790], [14792, 14795], [14977, 14979], [15045, 15047]]","[['Sir Richard Warburton'], ['Sir Richard Warburton'], ['Sir Richard Warburton'], ['Ralph Denham'], ['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery'], ['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery']]",X,23,major,NightAndDay,34,34,1,1,19,14671,15121
Q24-0,"You must be very proud of your family, Miss Hilbery.","[16729, 16781]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he laid down the manuscript and said,"['You', 'your', 'Miss Hilbery']","[[16729, 16732], [16755, 16759], [16768, 16780]]","[['Katharine Hilbery'], ['Katharine Hilbery'], ['Katharine Hilbery']]",X,24,major,NightAndDay,36,36,1,1,35,16729,16781
Q25-0,"Yes, I am,","[16785, 16795]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine answered,[],[],[],X,25,major,NightAndDay,37,37,1,1,19,16785,16795
Q25-1,Do you think there s anything wrong in that?,"[16833, 16877]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine answered,['you'],"[[16836, 16839]]",[['Ralph Denham']],X,25,major,NightAndDay,37,37,1,1,19,16833,16877
Q26-0,"Wrong? How should it be wrong? It must be a bore, though, showing your things to visitors,","[16881, 16971]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he added,['your'],"[[16947, 16951]]","[['Katharine Hilbery', 'Mr. Hilbery', 'Mrs. Hilbery', 'Alardyce']]",X,26,major,NightAndDay,38,38,1,1,35,16881,16971
Q27-0,Not if the visitors like them.,"[16998, 17028]",Katharine Hilbery,['Ralph Denham'],Implicit,,[],[],[],X,27,major,NightAndDay,39,39,1,1,19,16998,17028
Q28-0,Isn t it difficult to live up to your ancestors?,"[17032, 17080]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he proceeded,[],[],[],X,28,major,NightAndDay,40,40,1,1,35,17032,17080
Q29-0,"I dare say I shouldn t try to write poetry,","[17098, 17141]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine replied,[],[],[],X,29,major,NightAndDay,41,41,1,1,19,17098,17141
Q30-0,"No. And that s what I should hate. I couldn t bear my grandfather to cut me out. And, after all,","[17164, 17260]",Ralph Denham,['Katharine Hilbery'],Explicit,Denham went on,[],[],[],X,30,major,NightAndDay,42,42,1,1,35,17164,17260
Q30-1,"it s not your grandfather only. You re cut out all the way round. I suppose you come of one of the most distinguished families in England. There are the Warburtons and the Mannings and you re related to the Otways, aren t you? I read it all in some magazine,","[17333, 17591]",Ralph Denham,['Katharine Hilbery'],Explicit,Denham went on,"['your grandfather', 'You ', 'you', 'you', 'you']","[[17342, 17358], [17365, 17369], [17409, 17412], [17518, 17521], [17555, 17558]]","[['Richard Alardyce'], ['Katharine Hilbery'], ['Katharine Hilbery'], ['Katharine Hilbery'], ['Katharine Hilbery']]",X,30,major,NightAndDay,42,42,1,1,35,17333,17591
Q31-0,"The Otways are my cousins,","[17605, 17631]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine replied,[],[],[],X,31,major,NightAndDay,43,43,1,1,19,17605,17631
Q32-0,"Well,","[17654, 17659]",Ralph Denham,['Katharine Hilbery'],Explicit,said Denham,[],[],[],X,32,major,NightAndDay,44,44,1,1,35,17654,17659
Q33-0,"Well,","[17734, 17739]",Katharine Hilbery,['Ralph Denham'],Explicit,said Katharine,[],[],[],X,33,major,NightAndDay,45,45,1,1,19,17734,17739
Q33-1,I don t see that you ve proved anything.,"[17758, 17798]",Katharine Hilbery,['Ralph Denham'],Explicit,said Katharine,['you'],"[[17775, 17778]]",[['Ralph Denham']],X,33,major,NightAndDay,45,45,1,1,19,17758,17798
Q34-0,"Well,","[18300, 18305]",Ralph Denham,['Katharine Hilbery'],Explicit,said Denham,[],[],[],X,34,major,NightAndDay,48,48,1,1,35,18300,18305
Q35-0,But aren t you proud of your family?,"[18784, 18820]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine demanded,"['you', 'your']","[[18795, 18798], [18808, 18812]]","[['Ralph Denham'], ['Ralph Denham']]",X,35,major,NightAndDay,49,49,1,1,19,18784,18820
Q36-0,"No,","[18844, 18847]",Ralph Denham,['Katharine Hilbery'],Explicit,said Denham,[],[],[],X,36,major,NightAndDay,50,50,1,1,35,18844,18847
Q36-1,We ve never done anything to be proud of unless you count paying one s bills a matter for pride.,"[18863, 18959]",Ralph Denham,['Katharine Hilbery'],Explicit,said Denham,[],[],[],X,36,major,NightAndDay,50,50,1,1,35,18863,18959
Q37-0,"That sounds rather dull,","[18963, 18987]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine remarked,[],[],[],X,37,major,NightAndDay,51,51,1,1,19,18963,18987
Q38-0,"You would think us horribly dull,","[19011, 19044]",Ralph Denham,['Katharine Hilbery'],Explicit,Denham agreed,['You'],"[[19011, 19014]]",[['Katharine Hilbery']],X,38,major,NightAndDay,52,52,1,1,35,19011,19044
Q39-0,"Yes, I might find you dull, but I don t think I should find you ridiculous,","[19063, 19138]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine added,['you'],"[[19081, 19084]]",[['Ralph Denham']],X,39,major,NightAndDay,53,53,1,1,19,19063,19138
Q40-0,"No because we re not in the least ridiculous. We re a respectable middle-class family, living at Highgate.","[19225, 19331]",Ralph Denham,['Katharine Hilbery'],Implicit,,"['we', 'We']","[[19236, 19238], [19271, 19273]]","[['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery'], ['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery']]",X,40,major,NightAndDay,54,54,1,1,35,19225,19331
Q41-0,"We don t live at Highgate, but we re middle class too, I suppose.","[19335, 19400]",Katharine Hilbery,['Ralph Denham'],Implicit,,[],[],[],X,41,major,NightAndDay,55,55,1,1,19,19335,19400
Q42-0,"That belonged to Clive, so we say,","[19515, 19549]",Katharine Hilbery,['Ralph Denham'],Explicit,said Katharine,['we'],"[[19542, 19544]]","[['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery']]",X,42,major,NightAndDay,57,57,1,1,19,19515,19549
Q43-0,Is it a lie?,"[19622, 19634]",Ralph Denham,['Katharine Hilbery'],Explicit,Denham inquired,[],[],[],X,43,major,NightAndDay,58,58,1,1,35,19622,19634
Q44-0,It s a family tradition. I don t know that we can prove it.,"[19655, 19714]",Katharine Hilbery,['Ralph Denham'],Implicit,,['we'],"[[19698, 19700]]","[['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery']]",X,44,major,NightAndDay,59,59,1,1,19,19655,19714
Q45-0,"You see, we don t have traditions in our family,","[19718, 19766]",Ralph Denham,['Katharine Hilbery'],Explicit,said Denham,[],[],[],X,45,major,NightAndDay,60,60,1,1,35,19718,19766
Q46-0,"You sound very dull,","[19783, 19803]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine remarked,['You'],"[[19783, 19786]]",[['Ralph Denham']],X,46,major,NightAndDay,61,61,1,1,19,19783,19803
Q47-0,"Merely middle class,","[19848, 19868]",Ralph Denham,['Katharine Hilbery'],Explicit,Denham replied,[],[],[],X,47,major,NightAndDay,62,62,1,1,35,19848,19868
Q48-0,"You pay your bills, and you speak the truth. I don t see why you should despise us.","[19888, 19971]",Katharine Hilbery,['Ralph Denham'],Implicit,,"['You', 'you', 'us']","[[19888, 19891], [19912, 19915], [19968, 19970]]","[['Ralph Denham'], ['Ralph Denham'], ['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery']]",X,48,major,NightAndDay,63,63,1,1,19,19888,19971
Q49-0,"I shouldn t like to be you; that s all I said,","[20059, 20105]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he replied,['you'],"[[20082, 20085]]",[['Katharine Hilbery']],X,49,major,NightAndDay,65,65,1,1,35,20059,20105
Q50-0,"No, but one never would like to be any one else.","[20185, 20233]",Katharine Hilbery,['Ralph Denham'],Implicit,,[],[],[],X,50,major,NightAndDay,66,66,1,1,19,20185,20233
Q51-0,I should. I should like to be lots of other people.,"[20237, 20288]",Ralph Denham,['Katharine Hilbery'],Implicit,,[],[],[],X,51,major,NightAndDay,67,67,1,1,35,20237,20288
Q52-0,Then why not us?,"[20292, 20308]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine asked,['us'],"[[20305, 20307]]","[['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery']]",X,52,major,NightAndDay,68,68,1,1,19,20292,20308
Q53-0,"You ll never know anything at first hand,","[20784, 20825]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he began,['You'],"[[20784, 20787]]",[['Katharine Hilbery']],X,53,major,NightAndDay,70,70,1,1,35,20784,20825
Q53-1,"It s all been done for you. You ll never know the pleasure of buying things after saving up for them, or reading books for the first time, or making discoveries.","[20855, 21016]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he began,"['you', 'You']","[[20878, 20881], [20883, 20886]]","[['Katharine Hilbery'], ['Katharine Hilbery']]",X,53,major,NightAndDay,70,70,1,1,35,20855,21016
Q54-0,"Go on,","[21020, 21026]",Katharine Hilbery,['Ralph Denham'],Explicit,Katharine observed,[],[],[],X,54,major,NightAndDay,71,71,1,1,19,21020,21026
Q55-0,"Of course, I don t know how you spend your time,","[21175, 21223]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he continued,"['you', 'your ']","[[21203, 21206], [21213, 21218]]","[['Katharine Hilbery'], ['Katharine Hilbery']]",X,55,major,NightAndDay,72,72,1,1,35,21175,21223
Q55-1,"but I suppose you have to show people round. You are writing a life of your grandfather, aren t you? And this kind of thing","[21258, 21381]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he continued,"['you', 'You', 'your grandfather', 'you']","[[21272, 21275], [21303, 21306], [21329, 21345], [21354, 21357]]","[['Katharine Hilbery'], ['Katharine Hilbery'], ['Richard Alardyce'], ['Katharine Hilbery']]",X,55,major,NightAndDay,72,72,1,1,35,21258,21381
Q55-2,must take up a lot of time.,"[21470, 21497]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he continued,[],[],[],X,55,major,NightAndDay,72,72,1,1,35,21470,21497
Q56-0,"You ve got it very nearly right,","[21667, 21699]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she said,['You'],"[[21667, 21670]]",[['Ralph Denham']],X,56,major,NightAndDay,74,74,1,1,19,21667,21699
Q56-1,but I only help my mother. I don t write myself.,"[21712, 21760]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she said,['my mother'],"[[21728, 21737]]",[['Mrs. Hilbery']],X,56,major,NightAndDay,74,74,1,1,19,21712,21760
Q57-0,Do you do anything yourself?,"[21764, 21792]",Ralph Denham,['Katharine Hilbery'],Anaphoric,he demanded,"['you', 'yourself']","[[21767, 21770], [21783, 21791]]","[['Katharine Hilbery'], ['Katharine Hilbery']]",X,57,major,NightAndDay,75,75,1,1,35,21764,21792
Q58-0,What do you mean?,"[21809, 21826]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she asked,['you'],"[[21817, 21820]]",[['Ralph Denham']],X,58,major,NightAndDay,76,76,1,1,19,21809,21826
Q58-1,I don t leave the house at ten and come back at six.,"[21840, 21892]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she asked,[],[],[],X,58,major,NightAndDay,76,76,1,1,19,21840,21892
Q59-0,I don t mean that.,"[21896, 21914]",Ralph Denham,['Katharine Hilbery'],Implicit,,[],[],[],X,59,major,NightAndDay,77,77,1,1,35,21896,21914
Q60-0,"Nobody ever does do anything worth doing nowadays,","[22246, 22296]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she remarked,[],[],[],X,60,major,NightAndDay,79,79,1,1,19,22246,22296
Q60-1,You see,"[22313, 22320]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she remarked,['You'],"[[22313, 22316]]",[['Ralph Denham']],X,60,major,NightAndDay,79,79,1,1,19,22313,22320
Q60-2,"we don t even print as well as they did, and as for poets or painters or novelists there are none; so, at any rate, I m not singular.","[22372, 22505]",Katharine Hilbery,['Ralph Denham'],Anaphoric,she remarked,[],[],[],X,60,major,NightAndDay,79,79,1,1,19,22372,22505
Q61-0,"No, we haven t any great men,","[22509, 22538]",Ralph Denham,['Katharine Hilbery'],Explicit,Denham replied,[],[],[],X,61,major,NightAndDay,80,80,1,1,35,22509,22538
Q61-1,I m very glad that we haven t. I hate great men. The worship of greatness in the nineteenth century seems to me to explain the worthlessness of that generation.,"[22557, 22717]",Ralph Denham,['Katharine Hilbery'],Explicit,Denham replied,[],[],[],X,61,major,NightAndDay,80,80,1,1,35,22557,22717
Q62-0,"Well,","[24276, 24281]",Mrs. Hilbery,"['Ralph Denham', 'Katharine Hilbery']",Anaphoric,she said,[],[],[],X,62,major,NightAndDay,83,83,1,1,32,24276,24281
Q62-1,"how do you like our things, Mr. Denham?","[24294, 24333]",Mrs. Hilbery,"['Ralph Denham', 'Katharine Hilbery']",Anaphoric,she said,"['you', 'our ', 'Mr. Denham']","[[24301, 24304], [24310, 24314], [24322, 24332]]","[['Ralph Denham'], ['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery'], ['Ralph Denham']]",X,62,major,NightAndDay,83,83,1,1,32,24294,24333
Q63-0,"There are some books that _live_,","[24503, 24536]",Mrs. Hilbery,"['Ralph Denham', 'Katharine Hilbery']",Anaphoric,she mused,[],[],[],X,63,major,NightAndDay,86,86,1,1,32,24503,24536
Q63-1,"They are young with us, and they grow old with us. Are you fond of poetry, Mr. Denham? But what an absurd question to ask! The truth is, dear Mr. Fortescue has almost tired me out. He is so eloquent and so witty, so searching and so profound that, after half an hour or so, I feel inclined to turn out all the lights. But perhaps he d be more wonderful than ever in the dark. What d you think, Katharine? Shall we give a little party in complete darkness? There d have to be bright rooms for the bores....","[24550, 25055]",Mrs. Hilbery,"['Ralph Denham', 'Katharine Hilbery']",Anaphoric,she mused,"['us', 'us', 'you', 'Mr. Denham', 'Mr. Fortescue', 'He', 'he', 'you', 'Katharine']","[[24570, 24572], [24597, 24599], [24605, 24608], [24625, 24635], [24692, 24705], [24731, 24733], [24880, 24882], [24933, 24936], [24944, 24953]]","[['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery'], ['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery'], ['Ralph Denham'], ['Ralph Denham'], ['Mr. Fortescue'], ['Mr. Fortescue'], ['Mr. Fortescue'], ['Katharine Hilbery'], ['Katharine Hilbery']]",X,63,major,NightAndDay,86,86,1,1,32,24550,25055
Q64-0,But we ve any number of things to show you!,"[25095, 25138]",Mrs. Hilbery,"['Ralph Denham', 'Katharine Hilbery']",Explicit,Mrs Hilbery exclaimed,"['we', 'you']","[[25099, 25101], [25134, 25137]]","[['Katharine Hilbery', 'Mrs. Hilbery', 'Mr. Hilbery'], ['Ralph Denham']]",X,64,major,NightAndDay,88,88,1,1,32,25095,25138
Q64-1,"Books, pictures, china, manuscripts, and the very chair that Mary Queen of Scots sat in when she heard of Darnley s murder. I must lie down for a little, and Katharine must change her dress (though she s wearing a very pretty one), but if you don t mind being left alone, supper will be at eight. I dare say you ll write a poem of your own while you re waiting. Ah, how I love the firelight! Doesn t our room look charming?","[25189, 25612]",Mrs. Hilbery,"['Ralph Denham', 'Katharine Hilbery']",Explicit,Mrs Hilbery exclaimed,"['Katharine', 'her', 'she', 'you', 'you', 'your', 'you']","[[25347, 25356], [25369, 25372], [25387, 25390], [25428, 25431], [25497, 25500], [25520, 25524], [25535, 25538]]","[['Katharine Hilbery'], ['Katharine Hilbery'], ['Katharine Hilbery'], ['Ralph Denham'], ['Ralph Denham'], ['Ralph Denham'], ['Ralph Denham']]",X,64,major,NightAndDay,88,88,1,1,32,25189,25612
Q65-0,Dear things!,"[25750, 25762]",Mrs. Hilbery,"['Ralph Denham', 'Katharine Hilbery']",Anaphoric,she exclaimed,[],[],[],X,65,major,NightAndDay,90,90,1,1,32,25750,25762
